"idelem";"tipo_elem";"cod_cent";"nombre";"st_x";"st_y"
3630;495;"39052";"SANTUARIO S-N(CRIST VICTORIA-EVANGELIOS)";440724.857038449;4470678.5015415
3517;495;"48005";"(TACTICO)ALMENDRALES S-N";440654.497548145;4471189.56352926
4781;495;"48008";"(AFO)R. YBARRA N-S(M. USERA-D. BARRANCO)";439734.131779249;4470766.75904768
5079;495;"50016";"AV. ABRANTES O-E(PORTALEGRE-BRAGANZA)";438776.863828376;4470897.10421288
5102;495;"51005";"OCA O-E(MU?OZ GRANDES-HALCON)";437049.203708792;4471322.925839
5132;495;"58001";"AV.ABRANTES S-N(AV.POBLADOS-BESOLLA)";437711.177916411;4469877.28803636
5133;495;"58002";"AV.ABRANTES N-S(PL.VULCANO-BESOLLA)";437817.412278057;4469998.68467149
5134;495;"58003";"BESOLLA O-E(CALLE ANCIU-AV.ABRANTES)";437705.777054382;4469995.28292188
5182;495;"81001";"P?.ERMITA SANTO O-E(SEPULVEDA-MANZANARES";438756.389814024;4473807.898396
5252;495;"84018";"AGUACATE O-E(SECOYA-AV EURO)";437049.388347858;4469161.4340729
5253;495;"84019";"AGUACATE O-E(AV EURO-VIA LUSITANA)";437140.886407439;4469075.94774754
5254;495;"84020";"PINAR DE SAN JOSE N-S(JACOBEO-PESETA)";435422.814211164;4468677.87802378
5256;495;"84021";"PESETA E-O(C.ALTAMIRA-PINAR DE SAN JOSE)";435411.523764975;4468573.17148868
5275;495;"85001";"ENTRADA A CRUCE DESDE TUNEL CALLE 30 N-S";439227.201994996;4472511.23860384
5290;495;"85016";"ANTONIO LOPEZ O-E";439910.202516263;4472014.61540478
5292;495;"85018";"(TACTICO) BALEARES S-N";439550.63823322;4472223.85694552
5293;495;"85019";"ANTONIO LOPEZ E-O";440118.773698392;4471891.48640797
5294;495;"85020";"SAN DELFIN N-S";440014.23342188;4471977.98215271
5295;495;"85021";"MARQUES JURA REAL N-S";439977.677281231;4471847.13651636
5322;495;"86018";"SALIDA B.A.CUATRO VIENTOS S-N";433590.292258995;4470146.98538686
5317;495;"86019";"AVIACION O-E(MED.CAMPO-B.A.CUAT.VIENTOS)";433545.949542211;4470279.98513928
5326;495;"86023";"C.CRUCES N-S(JOSE JORDAN-JOAQUIN TURINA)";435794.546011614;4469580.71752179
5327;495;"86024";"JOAQUIN TURINA E-O(M.CELESTE-CNO.CRUCES)";435835.614562063;4469523.35316097
5349;495;"87014";"AV.ROSALES N-S (ORO-ZAFIRO)";442683.705533204;4466998.95085984
5356;495;"87024";"(TACTICO) ORO O-E";442565.554208678;4467105.8520022
7107;495;"87025";"SALIDA M-40 NORTE";441973.846443196;4468358.49531937
7108;495;"87026";"(TACTICO) SALIDA M-40 NORTE";442029.721981266;4468311.05366883
9935;495;"87027";"RUTILO E-O(PERIANA-AV.ROSALES)";441729.243621045;4468804.21436768
5401;495;"94020";"V. TOBALINA N-S(MONTEJO-S.EZEQUIEL)";439334.612512047;4465346.17796037
6811;495;"94023";"(TACTICO) SALIDA RENFE (ADIF)";439753.748463323;4466142.76393743
10014;495;"94024";"VALLE TOBALINA N-S (ACEBEDA-BASCU?UELOS)";439343.384367317;4465747.73400162
4918;495;"98008";"(TAC)PROL.YEBENES S-N(SEPULVED-S.MANUEL)";435644.548915215;4472777.4212802
4920;495;"98009";"(TACTICO) PROLONG. YEBENES ACCESO A-5";435657.539462033;4472780.72316046
5127;495;"96046";"GUABAIRO N-S(NTR.SRA FATIMA-NTR.SRA LUZ)";436772.342971129;4470981.12464608
5106;495;"96052";"PINZON S-N (ALONDRA-OCA)";437291.70683181;4471319.59595688
3635;495;"96300";"(MICRO)MARCELO USERA CCTV";439273.420605368;4470971.084668
5028;495;"98004";"(TACTICO)AV. PORTUGAL O-E";438190.114390333;4474204.18435593
5164;495;"98033";"(TAC)SANCHID.S-N(CINE-CT.CARAB-ARAVACA)";434405.830356915;4472252.37091613
3675;495;"30009";"AV. VALLADOLID, 65 N-S(LOECHES-DEPENDENCIA TRAFICO)";438126.879733925;4475926.82252747
4322;495;"30015";"P: DEL REY N-S(IRUN-CUESTA SAN VICENTE)";439188.903928354;4474957.46245368
4497;495;"31003";"Francos Rodriguez E-O(Margaritas-Josi Calvo)";440174.122473295;4478891.48210543
3639;495;"31048";"OFELIA NIETO S-N(FRANCOS RODRIGUEZ-VILLAAMIL)";439972.158913227;4479336.1541944
4567;495;"32031";"MELCHOR FERNANDEZ ALMAGRO O-E(FERROL-GINZO DE LIMIA)";440332.812898448;4481097.43125164
3554;495;"32302";"(MICRO)GTA.PIEDRAFITA CEBRERO(DELANTE G.15)(P.M.5)";439784.165273373;4480454.08985868
9973;495;"93039";"LA CABRERA O-E";439447.243282945;4480532.87864616
4878;495;"36010";"CNO. DEL BARRIAL N-S (A6-ANA TERESA)";432995.459922526;4479468.79621843
5884;495;"42016";"CALLE FERMIN CABALLERO, 76 O-E";439486.928189726;4481630.10917444
6580;495;"75406";"(TACTIC0)ORDUÑA O-E GIRO";441661.355073698;4482713.15660007
3787;495;"75407";"(TACTICO)ISLA JAVA E-O";441982.225984423;4482702.88422714
6581;495;"75409";"(TACTICO)NTRA. SRA. VALVERDE N-S(CARRIL IZQUIERDO-ANTONIO CABEZON-AFUERAS VALVERDE)";441955.251972407;4483612.70251833
3723;495;"75021";"NTRA. SRA. VALVERDE N-S(M603-MONASTERIO ARLANZA)";442049.802802945;4484581.25323332
6578;495;"75404";"(TACTICO)ISLA JARVI O-E";441897.772986679;4482855.66841389
6579;495;"75405";"(TACTIC0)MANRESA E-O GIRO";441628.157626177;4482742.21720694
6584;495;"77401";"(TACTICO)  SALIDA CUARTEL ARTILLERIA";442571.432499108;4485172.12304487
5019;495;"95016";"STA. URSULA S-N (DOÑA URRACA-ANTONIO ZAMORA)";438129.097390475;4473978.40492153
5021;495;"95017";"Pº EXTREMADURA E-O(FRUELA-GUADARRAMA)";438103.277779751;4474042.31308425
5022;495;"95019";"Pº EXTREMADURA E-O(SISEBUTO-TURISIMUNDO)";437849.859581295;4473923.62267353
4547;495;"95007";"CARAMUEL S-N(JUAN TORNERO-Pº EXTREMADURA)";438426.779000084;4474057.41047708
5035;495;"95013";"(TACTICO)FRUELA N-S";438113.796327696;4474066.04195057
7009;495;"95015";"(TACTICO)STA. URSULA S-N";438136.252639503;4474027.9760771
4028;495;"09012";"Alcala E-O - Castello-Nuñez de Balboa";442268.721262726;4475040.09650636
4029;495;"09013";"Alcala E-O - General Pardiñas - Principe Vergara";442506.117755704;4475173.41781503
4030;495;"09014";"Dr. Gomez Ulla E-O - Ruiz Perello-Pl. Manuel Becerra";443441.906445253;4475845.47458399
4031;495;"09015";"Alcala E-O - Cardenal Belluga-Pl. Manuel Becerra";443575.314379915;4475818.67428822
4032;495;"09016";"Alcala O-E - Pl. Manuel Becerra-Rufino Blanco";443500.538443618;4475764.60784724
4033;495;"09017";"Dr. Esquerdo S-N - Marques Zafra-Pl. Manuel Becerra";443414.825920762;4475580.17893294
4027;495;"09011";"Alcala O-E - Velazquez-O´Donnel";442135.352626988;4474933.53534099
4343;495;"17010";"Princesa N-S - Altamirano-Marques de Urquijo";439322.674734293;4476060.5313815
4345;495;"17012";"Marques de Urquijo O-E - Martin de los Heros-Tutor";439271.867071535;4475969.37386599
4346;495;"17013";"Princesa S-N - Alberto Aguilera-Rrodriguez San Pedro";439338.548948174;4476046.57780839
7143;495;"16514";"Gran Via 64 S-N (Giro a izqda. a Dr.Carracedo) - Gran Via 64 S-N (Giro a izqda. a Dr.Carracedo)";439892.923825527;4475129.80465722
4337;495;"17001";"Fernandez de los Rios O-E - Princesa-Arcipreste de Hita";439104.121169487;4476560.40300083
4341;495;"17005";"Princesa S-N - Melendez Valdes-Pl. Moncloa";439209.94657551;4476288.01635983
4342;495;"17006";"Melendez Valdes E-O - Arcipretes de Hita-Princesa";439259.459420701;4476293.31851799
4348;495;"17015";"Princesa, 41 N-S - Buen Suceso-Quintana";439403.228566966;4475901.4801232
4350;495;"17018";"Princesa S-N - Serrano Jover-Alberto Aguilera";439444.759742244;4475849.39634938
4351;495;"17019";"Princesa, 39 N-S - Quintana-Rey Francisco";439472.425783404;4475782.75557931
4357;495;"17025";"Ferraz S-N - Benito Gutierrez-Romero Robledo";439173.869441151;4476482.44087804
4395;495;"18022";"San Bernardo S-N - Luna-Travesia Cruz Verde";440094.814928778;4475185.52490274
5130;495;"18023";"Alberto Aguilera E-O - Guzmán el Bueno-Andrés Mellado";439501.127546066;4475994.04665994
4397;495;"18301";"(MICRO) Gta. Ruiz Jiménez E-O(Delante G. 2) - (MICRO) Gta. Ruiz Jiménez E-O(Delante G. 2)";440212.843497667;4475896.24286002
4403;495;"19001";"Fernández de los Rios, 12 O-E - Vallehermoso-Bravo Murillo";440270.968214132;4476479.43280808
4406;495;"19004";"Fuencarra, 146 S-N - Gonzalo de Córdoba-Gta. Quevedo)";440409.583710336;4476215.40932674
3622;495;"21013";"(AFOROS) José Abascal, 44 O-E - Fernández de la Hoz-Zurbano";441238.532981264;4476829.87998927
4448;495;"21026";"Miguel Angel S-N - Rafael Calvo-Gral. Martínez Campos";441480.107720797;4476384.76207704
4449;495;"21027";"Miguel Angel N-S - Rafael Calvo-Eduardo Dato";441474.238277785;4476362.59119622
4450;495;"21028";"Eduardo Dato, 4 O-E - Fernández de la Hoz-Zurbano";441183.299483824;4476235.72594609
4451;495;"21031";"(TACTICO) Garcia Paredes E-O - Castellana-Miguel Angel";441506.638229491;4476644.8494275
4452;495;"21032";"Gral. Martínez Campos E-O - Emilio Castelar-Miguel Angel";441601.044092697;4476499.94673566
4435;495;"21012";"Santa Engracia, 118 S-N - Breton de los Herreros-Rios Rosas";440663.257442811;4477041.33992398
3396;495;"23012";"Cea Bermúdez E-O - San Gabriel-San Francisco de Sales";439354.470837392;4476963.84030125
4589;495;"33005";"Pº Castellana S-N - José Vasconcelos-Padre Fco.Palau y Quer";441872.792373297;4480724.80875408
4596;495;"33012";"Sinesio Delgado E-O - Carlos III-Magnolia";441578.983313459;4480870.73822056
4597;495;"33013";"Sinesio Delgado E-O - Salida Túnel";441574.543394181;4480864.65752064
4625;495;"34006";" Lopez de Hoyos E-O - Juan B. Toledo-Cartagena";442832.595249912;4477381.59614239
4629;495;"34011";"López de Hoyos, 188 O-E - Clara del Rey-Pantoja";443347.740197553;4477828.08589845
4630;495;"34012";"López de Hoyos, 149 E-O - Ramos Carrión-Clara del Rey";443402.737710247;4477890.66172865
4668;495;"35031";"Av.Bruselas S-N - Brescia-Av.Bruselas";443840.987221661;4476803.48757674
4671;495;"35034";"Av.Bonn E-O - Av.Brasilia-Av.Bruselas";443967.234681141;4476848.74921174
5455;495;"60008";"PºCastellana S-N - Pl.Lima-Hermanos Pinzón";441523.502534745;4478223.73988736
5456;495;"60009";"PºCastellana N-S - Gral.Perón-Raimundo Fdez.Villaverde";441498.375864706;4477915.55723565
5458;495;"60011";"PºCastellana S-N - Jorge Manrique-Carbonero y Sol";441481.304493749;4477499.51416492
5490;495;"60044";"General Perón O-E - General Moscardó-Montevideo";441065.57748031;4478410.12895222
5494;495;"60048";"Presidente Carmona N-S - Mártires de Paracuellos-Gral.Perón";440986.076823021;4478489.12644913
5560;495;"61048";"Costa Rica E-O - Puerto Rico-Chile(Lateral)";442889.670156623;4479087.46851758
3642;495;"61050";"Colombia E-O - Chile-Principe de Vergara";442794.016021441;4478921.10625746
5621;495;"61117";"(TACTICO)Paraguay S-N - Costa Rica-Alfonso XIII";443160.000711501;4479239.85553044
3662;495;"61118";"(TACTICO)Torpedero Tucumán N-S - Trav. Encina-Alfonso XIII";442975.843822141;4479293.38961458
7088;495;"61119";"Acceso M-30 S-E(Superficie) - M-30 Sur-Pl.José Mª Sole";443535.922344631;4479250.69436537
6981;495;"61124";"Costa Rica O-E(Túnel) - Principe de Vergara-Puerto Rico";442807.49115372;4479078.10281896
5582;495;"61125";"Alberto Alcocer E-O(Túnel) - Bolivia-Víctor Andrés Belaunde";442600.15387234;4479097.85525564
3452;495;"61701";"(AFOROS)Principe de Vergara N-S (ES21) - Alberto Alcocer-Potosi";442708.911731932;4478967.14758408
5589;495;"61081";"Alfonso XIII O-E - Ricardo Calvo-Pl.José Mª Soler";443355.192563384;4479224.17231791
3663;495;"62004";"Bravo Murillo N-S - Azucenas-Conde Vallellano";441006.469181086;4479568.00308055
3790;495;"62036";"Orense S-N - Huesca-General Yagüe";441220.911982794;4478982.22760579
5660;495;"62044";"General Yagüe E-O - Capitán Haya-Orense";441329.535509951;4478844.88552459
5661;495;"62045";"Pedro Teixeira E-O - Av.del Brasil-Orense";441276.8068981;4478709.19174902
5653;495;"62038";"Infanta Mercedes N-S - Oñate-Rosa Silva";441290.489423863;4479620.40123741
5654;495;"62039";"Infanta Mercedes S-N - Pedro Villar-Pl.Angel Carbajo";441160.813199535;4479452.22071173
5656;495;"62041";"Francisco Gervás E-O - Capitán Haya-Orense";441348.032466971;4479344.15312847
5659;495;"62043";"Sor Angela de la Cruz E-O - Capitán Haya-Orense";441335.737474547;4479171.53122844
3667;495;"62047";"General Yagüe O-E - Lazaga-Infanta Mercedes";440856.744687967;4478909.25231261
5768;495;"97011";"Ctra. A-6 N-S(Lateral) (Entrada a Gta.Cardenal Cisneros) - Paul Guinard - Gta.Cardenal Cisneros";438393.167138973;4477082.69885227
5843;495;"41034";"Av. Albufera - Av. Albufera-M-40";446262.624926335;4470891.41411849
5850;495;"41042";"Av. Albufera - Sierra Carbonera-Puerto Pajares";443767.196761168;4472072.9857466
5916;495;"44010";"C/. Alcalá - Lago Constanza-Ezequiel Solana";445153.408136299;4476246.93601573
5940;495;"44042";"C/. Hermanos Garcia Noblejas  - Caunedo-Alcalá";446057.768436634;4476668.83897891
5988;495;"45043";"C/. Gandhi - Hermanos García Noblejas-José Arcones Gil";446653.871621971;4475432.69024788
6667;494;"PM10754";"PM10754";443656.305618329;4474821.25789118
6112;495;"47412";"Av. San Luis  - Eladio López Vilches-Cuevas Almanzora";443871.386494508;4480743.97642936
6119;495;"52007";"Camino Vinateros - Av. Moratalaz-Cañada";445412.054911942;4473350.65871692
6173;495;"53047";"Av. Daroca - Av. Daroca-Francisco Largo Caballero";445964.63258912;4475057.81637869
6174;495;"53048";"Av. Daroca  - Av. Daroca-Francisco Largo Caballero";445782.843179486;4475185.48859589
6176;495;"53050";"C/. Francisco Largo Caballero  - José Arcones Gil-Av. Daroca";446292.710152576;4475129.34027009
6171;495;"53045";"C/. Francisco Villaespesa  - Lago Constanza-Ledesma";445293.137125381;4475796.85269023
6172;495;"53046";"C/. Ledesma  - Ledesma-Francisco Villaespesa";445255.735212651;4475729.59669552
6273;495;"55403";"C/. Emigrantes - Trefacio-Tribaldos";446126.296835361;4479982.8622525
6326;495;"56402";"Acceso M-40 - M-40-Gregorio Sánchez Herráez";445987.7633317;4481053.36178768
6367;495;"59013";"C/. Hermanos de Pablo    - Alcalá-Germán Pérez Carrasco";445457.441087165;4476475.27910969
3431;495;"64028";"C/. Toscana - Aquitania-Av. Guadalajara";448151.321098781;4474890.36912313
6432;495;"65016";" C/. Fuente Carrantona  - Paular-José Bergamín";446641.938645385;4473608.2236589
6444;495;"65033";"Vía Servicio A-3 - A-3-El Bosco";445586.965317942;4472010.01264477
6481;495;"66015";"Pº. Ginebra - Av .Guadalajara-Suecia";448688.569558355;4475247.43035475
3666;495;"71011";"C/. San Romualdo - Julián Camarillo-Albasanz";447413.460684667;4476748.97709933
6551;495;"74004";"C/. Campezo - Deyanira-Pirra";450665.128761346;4477361.08440727
6624;495;"79031";"Av. Alcalde Conde Mayalde - Av. Francisco Pi y Margall-Av. Manoteras";444305.089246769;4482266.68457426
5231;495;"83001";"Av.  Democracia - Ctra. Vicalvaro a Vallecas- A-3";447100.499024705;4470845.56962684
4762;495;"24029";"SEPULVEDA E-O(DURATON-PALMIPEDO)";436776.56998763;4473112.0915902
4763;495;"24030";"SEPULVEDA O-E(BERLANAS-PALMIPEDO)";436558.113518382;4473044.79508084
4993;495;"39047";"SALIDA PEUGEOT (TACTICO)";440442.898275835;4468018.67198982
5037;495;"49004";"GRAL.RICARDOS O-E(PAU.ODIAGA-SALLABERRY)";438830.031253093;4471980.55210879
3655;495;"50013";"PORTALEGRE N-S(ALEJANDRO SANCHEZ-VALLE O";438705.7188363;4471245.28417823
5077;495;"50014";"VALLE ORO E-O(PORTALEGRE-ARGUESO)";438656.258964833;4471177.41276934
4761;495;"24028";"HIGUERAS N-S(ALMAZAN-CEBREROS)";436875.914519449;4473252.93302096
5336;495;"87001";"SAN FERMIN O-E(POPULAR-ANTEQUERA)";441279.669726443;4469399.07167486
5337;495;"87002";"ESTAFETA N-S(NAVASCUES-MEZQUITA)";441340.16156435;4469565.8886332
5338;495;"87003";"MEZQUITA E-O(ELIZONDO-MEZQUITA)";441400.307881904;4469663.69477158
5339;495;"87004";"ESTAFETA N-S(GIRALDA-MEZQUITA)";441322.601248295;4469740.05522473
5340;495;"87005";"OROVILLA N-S(AV. ROSALES-SILVINA)";441300.879148122;4468904.94121753
1002;494;"05FT37PM01";"05FT37PM01";437014.599438366;4473530.51610226
6904;494;"05TL00PM01";"05TL00PM01";445064.109541568;4472623.83977653
6906;494;"05TL00PM03";"05TL00PM03";445054.87890962;4472618.51441194
1048;494;"08RE14PM01";"08RE14PM01";443760.763142872;4473596.3571018
6907;494;"08RE66PM01";"08RE66PM01";443798.440729819;4473302.64656537
6897;494;"08RL21PM01";"08RL21PM01";443542.640625092;4473057.01601836
1050;494;"08RR02PM01";"08RR02PM01";443616.859872378;4472987.76522457
6896;494;"08RR18PM01";"08RR18PM01";443710.586289085;4473084.68686003
1009;494;"03FT52PM01";"03FT52PM01";438608.441027081;4474416.45153132
3544;494;"04FL12PM01";"04FL12PM01";437954.463577874;4474114.86422643
1001;494;"05FT10PM01";"05FT10PM01";437255.413416138;4473705.61836563
1011;494;"18RM17PM01";"18RM17PM01";438765.81694086;4474637.20509109
4073;495;"10029";"(TACTICO) Antonio Acuña N-S - Duque de Sesto-O´Donnell";442515.914999064;4475014.58924584
4074;495;"10030";"(TACTICO) Antonio Acuña S-N - Doctor Castelo-O´Donnell";442512.377437508;4474961.19249939
4075;495;"10031";"O´Donnell E-O - Miguel Vives-Maiquez";443103.362671854;4474951.9893432
4076;495;"10032";"O´Donnell O-E - Fernan Gonzalez-Maiquez";443003.502058411;4474950.94724789
3764;495;"10034";"Narvaez, 33 S-N - Sainz de Baranda-Ibiza";442730.309335453;4474487.47836451
4105;495;"11035";"Embajadores S-N - Puerto Béjar-Av. Planetario";441579.28236331;4471067.98713225
4106;495;"11037";"Embajadores S-N - Puerto Cruz Verde-Puerto Serrano";441714.397645679;4470886.47410757
4107;495;"11038";"Puerto Serrano O-E (Entrada Embajadores) - ";441597.567339776;4470908.90209957
4108;495;"11039";"Embajadores N-S - Puerto Béjar-Puerto Serrano";441603.553051169;4471006.09668342
4112;495;"12004";"Pº Delicias S-N - Ancora-Delicias";441247.724805664;4472960.23090817
4216;495;"14020";"Ronda Toledo O-E - Soria-Gta. Embajadores";440285.29263582;4473200.5130357
4219;495;"14023";"Pº Esperanza S-N - Moratines-Pº Acacias";440208.507164252;4472943.42277549
3819;494;"PM10502";"PM10502";444173.15479482;4477109.87668213
3820;494;"PM10561";"PM10561";444134.12980195;4476531.27469156
3469;495;"23007";"San Francisco de Sales S-N - Andres Mellado-Guzmán el Bueno";439565.314060624;4477233.81948478
3397;495;"23013";"Cea Bermúdez O-E - Andrés Mellado-Guzmán el Bueno";439557.292257189;4476938.19489731
4475;495;"23014";"Guzmán el Bueno N-S - Juán Vigón-Cea Bermúdez";439661.564633618;4477072.09937341
9961;495;"23016";"Reyes Catolicos S-N(Túnel) - Arco Victoria-Isaac Peral";439093.963094818;4476824.77177377
3740;495;"34003";"(AFOROS) López de Hoyos E-O - Cartagena-Josep Plá";442760.781879359;4477313.53548954
4624;495;"34004";"Cartagena, 130 S-N - Canillas-López de Hoyos";442862.789871138;4477191.63316704
5472;495;"60026";"Raimundo Fdez.Villaverde O-E - Modesto Lafuente-PºCastellana";441348.655128301;4477720.73716897
6325;495;"56401";"C/. Gregorio Sánchez Herráez - Vía de los Poblado-M40";446089.189511671;4481155.89552182
6123;495;"67016";"Av. Moratalaz  - Av. Doctor García Tapia-Camino Vinateros";445422.419120852;4473502.86281286
6512;495;"71010";"C/. San Romualdo  - Alcalá-Albasanz";447321.780943018;4476974.26248379
5038;495;"49005";"GRAL.RICARDOS O-E(PAU.ODIAGA-PE?AFIEL)";438742.944140061;4471926.55421924
5334;495;"86033";"MILLAN ASTRAY E-O(FUERTE DE NAV.-R.FINAT";434943.328411428;4470435.24111959
4861;495;"28007";"ANA TERESA ENTRADA CRUCE JUNTO LINEA PARADA  O-N";433954.940671963;4479391.42680321
4870;495;"28016";"VIRGEN ROSALES O-E(ASTROLABIO-C.HUMERA)";433943.751896449;4478602.37092103
5896;495;"42030";"VENTISQUERO DE LA CONDESA SALIDA TUNEL S-N";439406.867429721;4482027.48011775
5897;495;"42033";"VENTISQUERO DE LA CONDESA SALIDA TUNEL S-N";439463.010679187;4481943.03207926
5904;495;"42407";"(TACTICO)ALFREDO MARQUERIE O-E";440875.062566055;4482370.42578229
4881;495;"36014";"PICO OCEJON N-S (ANA TERESA-OSA MAYOR)";433244.469939625;4479262.76055282
5219;495;"36015";"OSA MAYOR ENTRE ARANDIGA Y PICO OCEJON";433227.210516055;4479147.28399755
5877;495;"42009";"Av. Cardenal Herrera Oria 163 O-E(La Masó-Ginzo de  Limia)";439876.818515347;4482007.24884506
5878;495;"42010";"Av. Cardenal Herrera Oria 178 E-O(Av. Cardenal Herrera Oria-Laguna Grande)";439997.473707778;4482112.63614159
5879;495;"42011";"Av. Cardenal Herrera Oria 172 E-O(Cerro del Castañar-Ginzo de Limia)";440150.482732126;4482233.21830743
5906;495;"42409";"TÁCTICO - LAGUNA GRANDE, 4 N-S";439989.744234702;4482143.55594822
6959;495;"73001";"AV. ARROYO DEL FRESNO E-O (PAU ARROYO DEL FRENO - VALLE PINARES LLANOS)";438281.268549351;4482305.48119535
6816;494;"PM22572";"PM22572";436707.358878002;4480905.61946949
6770;494;"PM22641";"PM22641";437717.149353452;4480752.87922056
3598;494;"PM22721";"PM22721";438308.043639428;4480706.08346132
3599;494;"PM22781";"PM22781";438863.131755873;4480963.90342151
3560;494;"PM22851";"PM22851";439424.619318263;4481397.15463746
3597;494;"PM22571";"PM22571";436892.781708989;4480900.09254272
10034;495;"01013";"Barbara Braganza E-O  - Pº Recoletos - Marques Ensenada";441403.900298067;4475182.48873327
3851;495;"01014";"Pº Castellana N-S - Ayala-Pl. Colon";441584.204769536;4475621.62458083
3562;495;"01018";"(AFOROS) Pº Castellana N-S - Eduardo Dato-Marques de Riscal";441703.489946935;4476199.67245513
3862;495;"02007";"Dr. Esquerdo S-N  - Pez Volador-Moneda";443305.499626307;4474099.36974689
3863;495;"02008";"(TACTICO) Pez Volador E-O - Cruz del Sur-Dr. Esquerdo";443326.970966214;4474007.93819486
3865;495;"02010";"Dr Esquerdo N-S - Samaria-Nazaret(Giro a Astros)";443282.637395497;4473970.33853917
3866;495;"02011";"Av. Nazaret O-E - Jesus Aprendiz-Dr. Esquerdo";443201.24048879;4473840.89121174
3867;495;"02012";"Dr. Esquerdo N-S - Montano-Gavinet";443251.269827719;4473569.98723092
3859;495;"02004";"Ibiza O-E - Narvaez-Dr. Esquerdo";443223.066059253;4474566.5758581
3861;495;"02006";"Alcalde Sainz Baranda O-E - Antono Arias- Dr. Esquerdo";443252.294760077;4474408.50019936
3899;495;"02055";"Av.  Mediterraneo E-O - Abtao-Pl. Mariano Cavia";442767.029581473;4473389.66124112
3904;495;"02061";"(TACTICO) Valderribas E-O - Sanchez Barcaiztegui-Dr.Esquerdo";442971.401375898;4472952.41712194
3908;495;"02066";"Cavanilles E-O - Abtao-Juan Urbieta";442768.628066719;4473245.58786217
3946;495;"05018";"Goya E-O - Claudio Coello -Serrano";441856.801574474;4475400.49857514
3798;495;"05019";"Alcala E-O - Lagasca-Claudio Coello";441693.739977258;4474924.36745127
3948;495;"05022";"Maria Molina O-E - Claudio Coello-Lagasca";442009.921392721;4476770.21388337
3578;495;"05023";"Serrano N-S - Goya-Jorge Juan";441753.322904817;4475367.5155632
4223;495;"05024";"Jorge Juan O-E - Pº Castellana-Serrano";441623.21365338;4475289.75585678
4004;495;"08003";"Diego de Leon, 38 O-E - Castello-Principe de Vergara";442389.554351846;4476445.04245993
4005;495;"08004";"(AFOROS)Jose Ortega y Gasset 45 E-O - Gral. Diaz Polier-Ppe.Vergara";442620.934338611;4475919.26436024
4024;495;"09008";"Conde de Peñalver N-S - Ayala-Hermosilla";442804.246464208;4475591.25413564
4026;495;"09010";"O´Donnell E-O - Aguirre-Alcala";442309.410587532;4474962.73562031
4034;495;"09018";"Alcala O-E - Ayala-Pl. Manuel Becerra";443244.685646351;4475605.15415877
4035;495;"09019";"Alcala E-O - Pl. Manuel Becerra-Ayala";443272.905285195;4475630.62151938
4000;495;"07014";"Jose Ortega y Gasset E-O - Montesa-Martires Concepcionistas";443098.289067291;4475878.99917121
4001;495;"07015";"Juan Bravo, 69 E-O - Alcantara-Conde Peñalver";442974.942033159;4476179.05653116
4116;495;"12009";"Pº Delicias S-N - Tomas Breton-Caceres";441187.087530861;4472324.53624128
4117;495;"12010";"Caceres 9, O-E - Batalla del Salado-Pº Delicias";441094.550258459;4472435.13970033
4120;495;"12013";"Alicante O-E - Batalla Belchite-Pl. Beata Mº Ana Jesus";441283.411922401;4471946.92146906
4144;495;"12038";"General Lacy N-S - Delicias-Ancora";441497.944625653;4473004.80676262
6697;494;"PM12502";"PM12502";436495.830946462;4480562.42927732
4347;495;"17014";"Marques de Urquijo E-O - Princesa-Tutor";439308.377320195;4475995.48053692
4358;495;"17026";"Romero Robledo, 21 E-O - Mendizabal-Ferraz";438929.778170815;4476124.02000622
4359;495;"17027";"Ferraz, 95  S-N - Benito Gutierrez-Romero Robledo";438877.662110537;4476038.90260068
4360;495;"17028";"Pintor Rosales N-S - Benito Gutierrez-Altamirano";438805.642215771;4475939.97530424
4361;495;"17029";"Marques de Urquijo E-O - Pintor Rosales-Ferraz";438928.002704486;4475827.86740132
4362;495;"17030";"Francisco y Jacinto Alcantara E-O - Pº Camoens - Pintor Rosales";438778.4902653;4475843.92157978
3807;495;"18013";"Carranza E-O -  Fuencarral-Ruiz";440462.430057839;4475841.36528753
7067;495;"18014";"Alberto Aguilera E-O - San Bernardo-Vallehermoso";440159.995524219;4475900.96190853
6698;494;"PM12571";"PM12571";436894.322184083;4480887.43072905
5443;495;"43032";"(TACTICO) Pº Vaguada O-E - Centro Cívico-Ginzo de Limia";440287.923243196;4481640.99972918
7017;495;"60002";"Pº Castellana N-S - San Benito-Pl.Castilla";441682.058489942;4480122.00238952
3423;495;"60003";"Lateral Pº Castellana N-S - Pl.Castilla-Rosario Pino";441603.157571976;4479560.23587032
5452;495;"60005";"PºCastellana S-N - Sor Angela de la Cruz-Juán Gris";441587.30567112;4479000.3681221
5454;495;"60007";"PºCastellana N-S - Rafael Salgado-Pl.Lima";441555.70214713;4478614.76870674
6817;494;"PM12622";"PM12622";437512.746225371;4480797.1526113
5442;495;"43031";"(TACTICO)Santiago de Compostela E-O - Ginzo de Limia-Centro Cívico";440014.524990827;4481646.26312739
5513;495;"60073";"PºCastellana N-S - Estébanez Calderón-Rosario Pino";441635.672211651;4479555.7118611
5569;495;"61058";"Pº de la Habana S-N - Ntra.Sra.de Luján-Honduras";442326.204228397;4479155.28773963
5570;495;"61059";"Padre Damián S-N - Henri Dunant-Pl.Madre Molas";442012.867527319;4479421.25764656
