"idelem";"tipo_elem";"cod_cent";"nombre";"st_x";"st_y"
6963;495;"76004";"MONASTERIO SUSO Y YUSO E-O (AV. MONTECARMELO - MONASTERIO LIÉBANA)";441072.432843736;4484035.22558778
9861;495;"76009";"MONASTERIO SUSO Y YUSO E-O (AV. MONTECARMELO - MONASTERIO LIÉBANA)";440992.786962017;4484044.30867355
9858;495;"76011";"AV. MONASTERIO SILOS O-E (MONASTERIO EL PAULAR - AV. MONTECARMELO)";440830.321163359;4484066.87067044
6788;494;"PM33202";"PM33202";444172.929274918;4481771.06530883
6932;494;"PM33221";"PM33221";443110.345127682;4481908.08585812
3881;495;"02035";"Sirio S-N - M-30 -Estrella Polar";443763.027824321;4473720.72751367
3602;495;"02036";"Estrella Polar O-E - Pez Austral-Sirio";443704.770489316;4473799.85932971
3882;495;"02038";"Dr. Esquerdo S-N - Moneda-Alcalde Sainz Baranda";443312.723161097;4474206.32052187
3883;495;"02039";"Dr. Esquerdo N-S - Moneda-Samaria";443292.896119508;4474145.91151423
3909;495;"04001";"Concha Espina, 57 O-E - Serrano-Rodriguez Marin";442437.879870119;4478314.01988542
3912;495;"04006";"Ramon y Cajal E-O - Pº de los Jacintos -Alfonso XIII";443594.500338309;4478390.02596911
3914;495;"04008";"Ramón y Cajal O-E - Principe Vergara-Marcenado ";442723.479284831;4478311.80715951
3915;495;"04009";"Principe Vergara N-S - Concha Espina-Pl. Cataluña";442643.133460312;4478231.2389685
3916;495;"04010";"Concha Espinal O-E - Rodriguez Marin-Principe Vergara";442567.440170829;4478314.67257154
3922;495;"04016";"Padre Claret S-N - Carlos Pereyra-Ramon y Cajal";443679.545512143;4478347.04005764
3980;495;"06040";"Jose Ortega y Gasset, 16 O-E - Lagasca-Velazquez";442038.462219924;4475954.21665928
3981;495;"06041";"Velazquez S-N (Lateral) - General Oraa-Maria Molina";442170.130180887;4476609.26084653
3986;495;"06303";"(MICRO) Fancisco Silvela E-O (Detras G. 4) - ";442530.629632708;4476911.71571679
3987;495;"06304";"(MICRO) Francisco Silvela E-O (Delante G. 3) - ";442542.907864504;4476896.75479677
3988;495;"06305";"(MICRO) Principe Vergara N-S (Delante G. 9) - ";442515.063776399;4476941.0037877
3757;495;"06013";"Velazquez S-N - Maldonado-Diego de Leon";442147.264370059;4476381.95354128
3978;495;"06038";"Lopez de Hoyos E-O - Principe Vergara- Gta.Lopez Hoyos";442516.468048763;4477158.66023573
3979;495;"06039";"Jose Ortega y Gasset, 13 E-O - Claudio Coello-Serrano";441927.675230882;4475964.14995332
7132;495;"06716";"(AFOROS) Velazquez, 24 S-N - Jorge Juan-Goya";442063.924345615;4475260.62687327
3990;495;"06307";"(MICRO) Principe Vergara N-S(Delante G. 10) - ";442514.868909577;4476890.73469101
3991;495;"06308";"(MICRO) Principe Vergara S-N(Delante G. 8) - ";442539.309007417;4476978.43347059
4099;495;"11028";"Embajadores S-N(Tunel a 130mts) - Bronce -Antracita";441463.107799277;4471248.48414877
4118;495;"12011";"Juan Vera E-O - Batalla Belchite-Pº Delicias";441259.640507434;4472167.49489107
4119;495;"12012";"Pº Delicias S-N - Alejandro Ferrant-Juan Vera";441158.8020631;4472061.32068119
4437;495;"21015";"Pº Castellana S-N - Pl.Gregorio Marañon-Pl.San Juan de la Cruz";441505.950979128;4476927.49390846
4442;495;"21020";"José Abascal, 52 O-E - Zurbano-Migeul Angel";441352.990335155;4476823.4025566
4443;495;"21021";"Maria Molina E-O - Del Pinar-Alvarez de Baena";441693.345338003;4476806.34007844
3407;495;"21009";"Santa Engracia, 26 S-N - Caracas-Pl. Chamberi";440981.857233438;4476056.34680398
4433;495;"21010";"José Abascal, 52 O-E - Alvarez de Castro-Santa Engracia";440569.189698974;4476879.63059079
7019;495;"23015";"Av.Filipinas14 E-O (Lateral dcho) - Jesús Maestro - Cea Bermúdez";439785.496865501;4477011.53698027
4606;495;"33023";"Av.Monforte de Lemos E-O (Túnel a 80m) - PºCastellana-Pedro Rico";441599.016594513;4481132.45478481
3474;495;"34008";"López de Hoyos E-O - Marcenado-Eugenio Salazar";443050.664986884;4477579.14504308
4627;495;"34009";"López de Hoyos, 133 O-E - Marcenado-Ramos Carrión";443264.988732164;4477751.14895343
4642;495;"34030";"Alfonso XIII, 35 N-S - Ramón y Cajal-Luis Larrainza";443500.702410482;4478315.72379296
4669;495;"35032";"Azcona E-O - Villafranca-Camilo José Cela";443591.587877679;4476546.37818116
4670;495;"35033";"Av.Brasilia S-N - Av.Bonn-Av.Badajoz";444046.179485609;4476920.38583466
3418;495;"90002";"Pº Pontones N-S - Sta.Casilda-Pº Imperial";439425.964779039;4473171.26732877
4688;495;"90003";"Pº Imperial E-O - Gta.Piramides-Pl.Francisco Morano";439390.127759221;4472981.04304805
9971;495;"90024";"Pº Imperial S-N - Gil Imón -Jemenuño";439261.974395194;4473468.93539107
4690;495;"90005";"Pº Pontones N-S - Paradinas-Pº Melancólicos";439057.935122317;4473071.83650664
4692;495;"90007";"Puente San Isidro O-E - M-30 -Pº Melancólicos";438841.470344808;4473033.9546722
4695;495;"90010";"Ronda de Segovia S-N - Gil Imón -Algeciras";439231.093398404;4473721.28233133
9972;495;"90025";"Gil Imón E-O - Villoslada -Pº Imperial";439346.686566196;4473416.60961738
4701;495;"90022";"Toledo S-N - Dr.Vallejo Nájera-Santa Casilda";439631.984021637;4473068.32233044
6982;495;"97019";"Av.Pablo Iglesiass N-S  - Juán XXIII - Almansa";439874.190277079;4478162.48529457
5773;495;"97022";"(AFOROS)Av.Reina Victoria E-O   - Gral. Ibáñez Íbero - Estudiantes";439835.780186732;4477804.90439929
5774;495;"97024";"Av.Moncloa O-E  - La Granja - Del Valle";439353.607882774;4477754.63291469
5776;495;"97026";"(AFOROS)Av.Reina Victoria O-E  - Guzmán el Bueno-Gral. Ibañez Íbero";439726.210465641;4477752.3616262
3500;495;"97034";"Juan XXIII - N-S  - Ramiro Maetzu - Av. Moncloa";439269.365509797;4477880.207928
3412;495;"97035";"Av.Federico Rubio S-N  - Pablo Iglesias  - Almansa";440044.412728648;4477988.66703366
5767;495;"97010";"Av.Arcos Victoria S-N - Reyes Católicos - Av.Complutense";438595.991916847;4476958.80919371
4483;495;"97065";"(AFOROSAv.Valladolid S-N - Loeches- Av. Marqués de Monistrol ";437909.079062315;4476285.52946687
4487;495;"97069";"Pte Castilla O-E - Entrada Pte Franceses por Cra Castilla";437548.03285927;4476437.14303947
4488;495;"97070";"Márques de Monistrol O-E - Entrada Pte Franceses por M-30";437618.000844616;4476410.38001266
4702;495;"97072";"Pº.Imperial N-S - Pl.Fco.Morano-Gta.Pirámides";439423.646891371;4472834.43092496
3516;495;"97078";"Salida Calle 30 E-O - (Tronco M-30 -Gta.Pirámides)a 280mts";439762.251762221;4472495.33073849
4704;495;"97079";"Salida calle30 E-O - Marqués de Vadillo-Gta.Pirámides a 280mts";439758.017340301;4472506.44867752
4127;495;"97410";"(TACTICA)Méndez Álvaro S-N - (Comercio-Bustamante)";441934.409928597;4472625.01766432
5835;495;"41025";"C/. Payaso Fofó - Arroyo del Olivar-Av. Albufera";444159.388752507;4471721.322032
5837;495;"41027";"Av. Buenos Aires - Sierra Salvada-Av. Albufera";444662.330470734;4471515.05630521
5838;495;"41029";"Av. Albufera - Av. Pablo Neruda-Santiago Alió";445364.792703106;4471393.85719877
5839;495;"41030";"Av. Albufera - San Claudio-Av. Pablo Neruda";445613.142465601;4471258.85469645
5840;495;"41031";"Av. Albufera - Av. Pablo Neruda-San Claudio";445646.595651698;4471224.73228112
6945;495;"41032";"Av. Albufera - Fuengirola-Rafael Alberti";445838.665330497;4471124.60497206
5867;495;"41406";"C/. Ramón Pérez de Ayala  - Ramón Pérez de Ayala-El Bosco";444793.584755917;4472778.71244737
5868;495;"41407";"C/. Sierra de Cameros - Peña Gorbea-Av. Albufera";443702.084847846;4472097.01684135
5869;495;"41408";"C/. Puerto Pajares - Peña Gorbea-Av. Albufera";443739.709631988;4472069.08745736
9840;495;"41056";"Av. Albufera - Pedro Callejo-Pedro Laborde";445124.315495966;4471534.2910925
6947;495;"41057";"Av. Albufera - Santiago Alio-Pedro Laborde";445358.945529824;4471439.98769465
3645;495;"44023";"C/. Alcalá  - Concejal Juilo Gómez-Hermanos Machado";445005.32076786;4476221.21063274
3775;495;"44025";"C/. Alcalá  - Boldano-Arturo Soria";445890.136814201;4476711.86964624
3776;495;"44026";"C/. Alcalá - Vicente Espinel-Vázquez de Mella";445739.392337034;4476609.79025601
3756;495;"44027";"C/. Alcalá - San Romualdo-Miguel Yuste";447133.179017174;4477161.92997787
5928;495;"44030";"Av. Daroca  - Virgen de la Alegría-Ricardo Ortega";444255.859412226;4476014.20045132
5929;495;"44031";"C/. J.Mª. Fernández Lanseros  - Av. Daroca-Alcalá";444347.712191502;4476000.4724513
3644;495;"44022";"C/. Alcalá - Mateo García-San Gumersindo";444863.094383496;4476189.78948144
5957;495;"45011";"C/. Hermanos García Noblejas - Pobladura del Valle-Av. Arcentales";446896.270898477;4475128.30277405
5958;495;"45012";"C/. Hermanos García Noblejas - Fco. Largo Caballero-Pobladura del Valle";446912.543314809;4475061.32024528
6000;495;"45407";"C/. Hermanos García Noblejas - Esculano-Castillo de Uclés";446722.079486043;4475440.44554142
6001;495;"45408";"C/. Gandhi - José Arcones Gil-Hermanos García Noblejas";446680.834414893;4475442.52346122
6002;495;"45409";"C/. Castillo de Uclés - Castillo de Oropesa-Hermanos García Noblejas";446732.410490453;4475471.26965347
6003;495;"45410";"C/. Paredes de Nava - Idioma Esperanto-Hermanos García Noblejas";447027.42582373;4474804.09914157
6004;495;"45411";"C/. Hermanos García Noblejas - Versalles-Aquitania";447275.324828252;4474422.67493146
6012;495;"46004";"C/. Arturo Soria - Navarro Amandi-López de Hoyos";444128.052977052;4479187.82495531
6013;495;"46005";"C/. Arturo Soria - Santo Ángel-López de Hoyos";444238.698629279;4479078.9494678
6014;495;"46006";"C/. Arturo Soria - López de Hoyos-Santo Ángel";444277.565154156;4479004.34311732
6010;495;"46002";"C/. Arturo Soria - Emeterio Castaños-Allende Salazar";443863.657648166;4479390.51167657
6011;495;"46003";"C/. Arturo Soria - Emilio Rubin-Pablo Vidal";443974.631719528;4479289.3689606
6036;495;"46029";"C/. López de Hoyos - López de Hoyos-Ctra. Canillas";444424.969377711;4479704.36171164
6040;495;"46034";"C/. Torrelaguna  - Sorzano-Acceso M30";444188.719212723;4478234.11290599
6072;495;"47011";"Cta. Sagrado Corazón  - Sta. María Magdalena-Arturo Soria";443523.526736162;4479991.12371005
6073;495;"47012";"C/. Ramonet - Mesena-Arturo Soria";443675.722467319;4480241.13958278
6070;495;"47009";"C/. Arturo Soria  - Cultura-Dalia";443477.776699938;4481364.32052258
3831;495;"47037";"C/. Dalia  - Arturo Soria-Dalia";443563.502692983;4481442.21937719
6099;495;"47039";"C/. Bacares - Cuevas de Almanzora-Golfo de Salónica";443791.130076397;4481237.4536037
6107;495;"47404";"C/. Alonso Saavedra - Mesena-Arturo Soria";443610.793286774;4480332.68699157
3430;495;"47405";"C/. Manuel Uribe - Mesena-Arturo Soria";443741.758616978;4479716.20178373
3777;495;"47406";"C/. Añastro  - Burgo de Osma-Mesena";443877.96758013;4480082.58204373
6108;495;"47407";"C/. Golfo de Salónica  - Espliego-San Luis";443700.325940897;4480900.54991708
6109;495;"47408";"C/. Mesena  - Eladio López Vilches-Av. San Luis";443711.451574543;4480849.68927953
6149;495;"53019";"Av. Marqués de Corbera  - Santa Prisca-Av. Daroca";445014.846176022;4475625.71141923
6150;495;"53020";"C/. Ascao - Emilio Ferrari-Luis Ruíz";445864.187216804;4475955.22790798
6151;495;"53021";"C/. José Luis Arrese  - José Luis Arrese- María Teresa Sáenz de Heredia";444540.117460809;4474959.78785855
6158;495;"53028";"Av. Daroca - Av. Francisco Largo Caballero-Lago Constanza";445410.980636895;4475463.08445143
6187;495;"53409";"C/. Francisco Villaespesa - Ezequiel Solana-Berástegui";445595.266146422;4475835.62916072
6213;495;"54026";"C/. Calahorra  - Calahorra-Pº Artilleros";448292.336591315;4473392.94526878
6256;495;"55044";"Ctra. Canillas - Matapozuelos-Pegaso";445012.906023227;4479546.42821347
6280;495;"55410";"Gta. Yucatán - Salida a A-2-Puente Felipe Juvara";446972.555521711;4478184.11945452
6281;495;"55411";"C/. Abelias - Abelias-Av. de los Andes";447095.535380835;4478453.94273527
6282;495;"55412";"C/. Jarilla - Av. Piceas-Av. de los Andes";447067.503875349;4478514.3287421
6283;495;"55413";"Av. de los Andes - Av. de los Andes-Boj";447586.225544744;4478747.80705272
6321;495;"56041";"C/. Gregorio Sánchez Herráez - Barichara-Santa Virgilia";445969.922652522;4481018.93184615
6342;495;"57011";"Av. Logroño - Timón-Pajarones";450751.302838711;4480814.92523785
6362;495;"59008";"C/. Alcalde López Casero - Alcalá-Virgen de Lluc";444489.240230385;4476324.02813515
6501;495;"66019";"Pitagoras N-S - Iliada-Pl. Grecia";448636.859853228;4476571.12696827
3808;495;"67006";"C/. Hacienda Pavones - Intercambiador-Valdebernardo";446353.668300202;4472570.22894172
6113;495;"67008";"Camino Vinateros  - Manuel Machado-Diego de Valderrábano";444178.284408282;4473751.29026983
6116;495;"67011";"Camino Vinateros  - Av. Moratalaz-Marroquina";445275.239834814;4473493.62205947
6457;495;"67019";"Acceso O`Donnell  - Acceso a Arroyo Media Legua desde O´Donnell";444852.452611899;4474133.12124419
6534;495;"71035";"C/. San Mariano - San Mariano-Alcalá";448051.767035489;4477518.75475778
6535;495;"71036";"C/. Gutiérrez Canales - Gutiérrez Canales-Alcalá";448082.641012185;4477805.17856602
4837;495;"26030";"(AFO)AV.ROSALES E-O(ANTEQUERA-ANDALUCIA)";441328.757848803;4469049.83283305
4838;495;"26031";"(TACTICA)SALIDA INTERCAMBIADOR AUTOBUSES";441321.111744936;4467041.79175018
4839;495;"27001";"ALCOCER SE-NO(LAG.SANTI-EDUAR BARREIROS)";440382.215716017;4467065.9419467
4840;495;"27002";"S.JENARO SE-NO(ARROYO BUENO-ALCOCER)";440287.374848213;4466961.51664087
4842;495;"27006";"REAL DE PINTO SO-NE(SALSIPUEDES-MARISC)";440088.6857679;4466485.71855157
6825;495;"27007";"REAL PINTO N-S(OXIGENO-MARTIN AREVALO)";440121.049445592;4466700.73083004
5151;495;"80004";"POBLADOS N-S(SEBASTIAN ALVARO-MELILOTO)";434884.223504389;4471672.0900677
9944;495;"87030";"AV. ROSALES N-S (SILVINA-SILVINA)";441601.198049498;4468844.10112079
9989;495;"87033";"AV. ROSALES S-N";442261.55613295;4467753.8351829
3403;495;"98019";"(TAC)SESE?A GIRO O-N(ILLESCAS-ACCESO NV)";435292.353198102;4472415.75959313
4521;495;"31036";"PABLO IGLESIAS S-N(ALMANSA-DR. FEDERICO RUBIO Y GALI)";439808.981224881;4478312.13853712
4523;495;"31038";"DR.FEDERICO RUBIO Y GALI O-E(P.IGLESIAS-JERSNIMA LLORENTE)";439871.324602935;4478422.90674392
4503;495;"31010";"STO. ANGEL DE LA GUARDA N-S(SANCHEZ PRECIADO-FRANCOS RDGUEZ)";439681.492520566;4479150.00896926
4506;495;"31013";"FRANCOS RODRIGUEZ E-O(POLICIA-COLEGIO PALOMA)";439499.941446255;4479086.58542066
3472;495;"31021";"ANTONIO MACHADO S-N";439165.270952419;4479413.38081478
4512;495;"31023";"Antonio Machado N-S(Sinesio Delgado-Isla de Oza)";439052.386358491;4479671.64173439
4513;495;"31024";"PABLO IGLESIAS N-S(MOGUER-ALMIRANTE FCO. MORENO)";439663.057413703;4478775.47273971
4514;495;"31025";"PABLO IGLESIAS S-N(ALMIRANTE FCO. MORENO-LEQEROS)";439696.142121354;4478819.17765187
4533;495;"31055";"CAMINO CHORRILLO N-S (GTA. PIEDRAFITA CEBREROS-VILLAAMIL)";439856.44746763;4480005.20023886
3708;495;"31066";"(TACTICO) PIRINEOS S-N (M* AUXILIADORA -FRANCOS RODRIGUEZ)";439404.716645087;4479096.07421693
4551;495;"32009";"AV. BETANZOS N-S(CHANTADA-MELCHOR FERNANDEZ ALMAGRO)";439796.000022859;4480812.56872223
4552;495;"32010";"AV. BETANZOS N-S(MELCHOR FERNANDEZ ALMAGRO-CHANTADA)";439790.283591473;4480820.55668962
4553;495;"32011";"MELCHOR FERNANDEZ ALMAGRO E-O(FERROL-AV. BETANZOS)";439950.7894918;4480994.93561778
4563;495;"32026";"(AFOROS) SINESIO DELGADO O-E(RIBADAVIA-AV. ASTURIAS)";440505.953539799;4480673.79654869
4564;495;"32027";"GINZO DE LIMIA N-S(MELCHOR FERNANDEZ ALMAGRO-FERROL)";440517.706377815;4481003.96999493
3596;495;"32028";"GINZO DE LIMIA S-N(VILLA MARIN-MELCHOR FERNANDEZ ALMAGRO)";440521.119999187;4481054.36807465
4458;495;"22005";"Rios Rosas, 57 E-O - Agustín de Bethancourt-Modesto Lafuente";441153.235601214;4477221.61862159
7083;495;"97409";"(TACTICA)Méndez Álvaro E-O(Giro a Estrella Naos) - Sabal - Estrella Naos";442210.694716447;4472299.87561157
5801;495;"40021";"C/. Arroyo del Olivar - Ntra. Sra. Perpetuo Socorro-Sierra del Cadi";443892.842119565;4471745.0316055
3594;495;"44017";"C/. Alcalá  - Arturo Soria-Albarracín";446107.938362508;4476796.8904366
5989;495;"45044";"C/. Gandhi - Luis Ruíz-José Arcones Gil";446429.144354199;4475308.0672698
5994;495;"45401";"C/. Argos - Albarracín-Hermanos García Noblejas";446130.634175894;4476580.21585265
5995;495;"45402";"C/. Dr. Cirajas - José Arcones Gil-Hermanos García Noblejas";446098.588036724;4476510.3780803
5996;495;"45403";"C/. Miguel Fleta - Albarracín-Hermanos García Noblejas";446436.430055189;4476016.30615203
5997;495;"45404";"C/. Santo Domingo Savio - José Arcones Gil-Hermanos García Noblejas";446385.314351481;4475984.46595284
5998;495;"45405";"C/. Castillo de Arévalo - Llanes-Hermanos García Noblejas";446638.595972296;4475651.20157776
6023;495;"46015";"C/. Arturo Soria   - Amara-Juan Pérez Zuñiga";445198.191923233;4477643.21839201
6186;495;"53408";"C/. Francisco Villaespesa - Berastegui-Ezequiel Solana";445507.953265658;4475826.55864935
6923;495;"54025";"San Cipriano  - Efigencia-Caños San Pedro";449087.52676999;4472962.41076565
3785;495;"55043";"Av. Machupichu - Av. Papa Negro-Machaquito";447136.90070956;4478945.78486412
6278;495;"55408";"C/. Sotillo - Sotillo-Av. Madroños";446084.282956079;4478911.17892976
6279;495;"55409";"Av. Machupichu - Av. Piceas-Av. Papa Negro";447166.707723302;4478896.07981389
6320;495;"56040";"C/. Gregorio Sánchez Herráez - Vía de los Poblados-M40";446073.078232728;4481126.75775921
3485;495;"43009";"(AFOROS) AV.MONFORTE DE LEMOS E-O(COLEG.PRINCIPE-FINISTERRE)";440637.999067551;4481473.01516973
3536;494;"PM30471";"PM30471";444242.134187443;4477198.40201249
5233;495;"83004";"Ctra. Vicalvaro a Vallecas - Bruno Abundez-Av. Democracia";446887.197005143;4470686.1652222
9836;495;"83401";"C/. Bruno Abundez - Bruno Abundez-Ctra. Vicalvaro a Vallecas";446828.724974678;4470665.75839241
5202;495;"82411";"C/. Sierra Gador - Manuel Velez-Sierra Vieja";447320.048236149;4470321.73069229
5205;495;"82412";"C/. Real Arganda - Serrania Ronda-Jesus del Pino";447400.015738355;4470291.62203078
5209;495;"82413";"C/. Real de Arganda - Puerto Reinosa-Torcal";447723.256325236;4470269.11321193
3772;495;"82414";"C/. Sierra Torcal - Monte Montjuich-Real Arganda";447710.788849756;4470281.31823616
4843;495;"27020";"(TAC)DOM.PARR.SE-NO(J.VEDRUNA-P? FERROV)";439159.880708836;4466275.5301638
7001;495;"27027";"P? FERROV N-S(JOSE PINO-DOMINGO PARRAGA)";439185.373900077;4466387.60685603
4845;495;"27028";"ALB.PALAC E-O(TORREDEGRILLOS-P? FERROV)";439215.990936237;4466310.96759359
4849;495;"27032";"EDU BARREIROS NO-SE(LAG RODRIGO-ALCOCER)";440238.81782855;4467145.57105994
4851;495;"27034";"VILLALONSO NE-SO(E.BARR-CT.CCHEL-VILLAV)";440198.676793745;4467060.57120293
4853;495;"27036";"(TAC) P?TALLERES E-O(ARROYOBUENO-S.JENA)";440456.322525968;4466781.53586109
4925;495;"38004";"(MICRO) ALISEDA N-S(PL.NAVARROS-POBLADOS";437098.940980714;4469702.46269258
4942;495;"38023";"LATERAL C.TOLEDO N-S(F.LADREDA-POBLADOS)";439004.972696872;4469824.40896409
4944;495;"38025";"LATERAL CTRA. TOLEDO S-N(M40-POBLADOS)";439014.301478688;4469571.91049704
4937;495;"38018";"(TAC)N.S.FATIMA O-E(PINGUINO-EUG.MONTIJO";436555.622714673;4470189.89874204
4938;495;"38019";"GUAYABA S-N(AGUACATE-A.R.SACRISTAN)";436675.129813919;4469575.58910577
4939;495;"38020";"AV. EURO S-N(ENRIQUE ORO-AV. POBLADOS)";437415.689365943;4469580.4747384
4940;495;"38021";"(TAC)ILDEFONSO G.V.S-N(HALCON.REY-POBLAD";438836.048166429;4469660.22372451
9833;495;"80301";"(MICRO)POBLADOS O-E (GIRO A GRAL FANJUL)";435434.250838419;4471029.7756462
5186;495;"81006";"ERMITA STO.E-O(QUINCE MAYO-VIA CARPETANA";438008.276019524;4472537.42243253
5189;495;"81009";"AV.MANZANARES N-S(PTE SEGOVIA-M30)";438749.779187548;4473871.94575962
6789;494;"PM40461";"PM40461";444401.204601956;4477671.39741522
6790;494;"PM40751";"PM40751";444552.565925556;4474537.32850956
7131;494;"PM40752";"PM40752";444524.840870157;4474559.4658253
3827;494;"PM40753";"PM40753";443656.695853899;4474834.72539463
6791;494;"PM40901";"PM40901";443766.099052599;4473272.83930409
9987;495;"87034";"(TACTICO) AV. ROSALES S-N";442266.894507319;4467815.40443397
3483;495;"94004";"(TAC)L.MARQUESADO SO-NO(GIRO S.EZEQUIEL)";439583.926792085;4465248.73737974
3484;495;"94005";"R. PINTO NE-SO(MONTEJO-S.EZEQUIEL)";439602.681460291;4465355.72219109
5388;495;"94006";"R. PINTO SO-NE(LAG MARQUESADO-RESINA)";439613.73659993;4465354.36621342
10015;495;"94009";"MONTEJO NO-SE(CIUDAD FRIAS-REAL PINTO)";439560.397454136;4465474.58604841
5027;495;"98003";"(TACTICO) PTA. DEL ANGEL N-S";438180.10612758;4474246.16173697
7102;495;"30402";"(TACTICO)SEGOVIA 69 E-O (GIRO A JUAN DUQUE)";439084.622447711;4474159.58877142
3595;495;"31060";"DR.FEDERICO RUBIO Y GALI N-S(MOGUER-FCO.DE DIEGO)";439555.131770958;4478830.23507111
3766;495;"31061";"(TACTICO) Isla de Oza O-E(Isla Alegranza-Antonio Machado)";439034.683291074;4479602.88835915
5888;495;"42020";"GINZO DE LIMIA S-N";440118.701705613;4482003.69063838
5889;495;"42021";"GINZO DE LIMIA, 60 S-N";440276.076678433;4481859.94671108
5890;495;"42022";"FERMÍN CABALLERO 53 O-E";440105.373267641;4481853.90300452
5891;495;"42023";"FERMIN CABALLERO, 50 E-O";440248.803316754;4481978.40670545
5892;495;"42024";"ACCESO M-607 A AV. CARDENAL HERRERA ORIA";440886.774406664;4482718.16033892
3713;495;"42402";"LA MASÓ, 80 N-S";439564.856539163;4481877.55838735
5901;495;"42404";"(TÁCTICO) PEÑA DEL OSO 2 N-S";440717.992680688;4482530.00664298
5902;495;"42405";"TACTICO - Islas Cíes 2 O-E";439336.918162699;4481641.57575931
5903;495;"42406";"TACTICO)JULIO CALVO 26 S-N(CARDENAL HERRERA ORIA-VALLE PINARES LLANOS)";438878.81719966;4481764.05194602
3814;495;"73004";"TÁCTICO - CTRA. EL PARDO S-N(PALACIO DE LA ZARZUELA)";436188.779013621;4482442.08073241
3680;495;"73005";"TÁCTICO - SALIDA PALACIO ZARZUELA A LA CTRA EL PARDO";436173.288001735;4482445.81391764
6547;495;"73006";"TÁCTICO - CAMINO TIRO A PICHON";436216.982454032;4482472.72565079
3789;495;"76007";"ACCESO M-607 N-S (VIA DESERVICIO - AV. MONTECARMELO)";441042.919965842;4483936.45362858
5003;495;"95006";"Pº EXTREMADURA O-E(CARAMUEL-Pº ERMITA)(CARRIL ABIERTO)";438501.232200571;4474156.70424647
5012;495;"95008";"CARAMUEL N-S(Pº EXTREMADURA-JUAN TORNERO)";438428.563381255;4474018.31611029
5004;495;"95009";"Pº EXTREMADURA E-O(CARAMUEL-PTA. ANGEL)(CARRIL ABIERTO)";438379.162387254;4474145.20530174
5018;495;"95010";"PTA. ANGEL N-S(AV. PORTUGAL-Pº EXTREMADURA)";438229.861661254;4474202.89806855
5005;495;"95011";"Pº EXTREMADURA O-E(PTA. ANGEL-CARAMUEL)(CARRIL ABIERTO)";438329.207874173;4474132.20909401
3702;495;"95012";"(AFOROS)Pº EXTREMADURA E-O(PTA ANGEL-FRUELA)";438220.08158833;4474099.38328668
5006;495;"95014";"(AFOROS)Pº EXTREMADURA O-E(STA. URSULA-JAIME VERA)";438140.114587964;4474052.53136782
3967;495;"06027";"Maria Molina, 31 E-O - Nuñez de Balboa-Velazquez";442272.85260018;4476763.65601885
6799;494;"PM42352";"PM42352";436936.868832118;4478705.40938564
3726;495;"02031";"Astros E-O - Cruz del Sur-Dr. Esquerdo(Giro Derecha)";443359.726668787;4473846.23616671
3886;495;"02042";"Dr. Esquerdo S-N - Estrella Polar-Astros";443275.282037125;4473686.05138844
4290;495;"16012";"Isabel la Catolica O-E - Pl. Santo Domingo-Gran Via";439942.223861879;4475007.1866956
4369;495;"17038";"Fernando el Catolico E-O - Hilarion Eslava-Arcipretes de Hita";439299.461587094;4476432.01758521
4464;495;"21035";"Santa Engracia ,115 S-N - Bretón de los Herreros - Rios Rosas";440639.746277037;4477114.74494998
4456;495;"22003";"Rios Rosas, 72 E-O - Santa Engracia - Bravo Murillo";440558.932699819;4477267.06290483
4459;495;"22006";"Agustín de Bethancourt, 7 N-S - Cristóbal Bordiu-Rios Rosas";441183.180170441;4477315.58685919
4460;495;"22007";"(MICRO) Pl. San Juan de la Cruz  E-O (P.M.7) - Zurbano-Agustín de Bethancourt (P.M.7)";441329.596716281;4477184.44392587
4461;495;"22008";"Pº Castellana N-S - Pl. San Juan de la Cruz-Bretón de los  Herreros";441470.422916817;4477019.51303326
4462;495;"22009";"Pº Castellana N-S - Entrada Pl. San Juan de la Cruz";441444.609761287;4477311.10926417
4599;495;"33016";"Arzobispo Morcillo O-E - Acc.Torres-PºCastellana";441865.147432504;4481437.83163332
4600;495;"33017";"Arzobispo Morcillo E-O - Acc.Torres-Pedro Rico";441792.086996667;4481452.64944389
4601;495;"33018";"Arzobispo Morcillo E-O(Túnel a 180m) - Acc.Torres-Pedro Rico";441769.104622998;4481454.2340206
4626;495;"34007";"López de Hoyos O-E - Mantuano-Marcenado";442999.115120744;4477533.60833147
4643;495;"34031";"(AFOROS) Alfonso XIII S-N - López de Hoyos-Pradillo";443537.705618564;4478140.14272228
4648;495;"35001";"Clara del Rey E-O - Alustante-Anastasio Aroca";443115.538816136;4477152.76142782
5459;495;"60012";"PºCastellana N-S - Joaquín Costa -Pº de la Habana";441504.978497909;4477841.3990938
5491;495;"60045";"General Perón O-E - Orense-Capitán Haya(Giro)";441285.513099376;4478395.78654244
5492;495;"60046";"Orense N-S - General Orgaz -General Perón";441182.414556084;4478487.26925522
5493;495;"60047";"Orense N-S - General Perón-Reina Mercedes";441172.370528713;4478368.61562238
5495;495;"60051";"Infanta Mercedes N-S - Juán de Olias-Gral.Perón";440813.704307787;4478491.50987056
5497;495;"60053";"Segre E-O - Serrano-Concha Espina";442056.465319051;4478263.8262258
