district,date,day_of_week,day,month,year,mean_intensity
Ciudad Lineal,2021-08-05,Thursday,5,8,2021,583.5534049964791
Ciudad Lineal,2021-08-06,Friday,6,8,2021,566.1580561531964
Ciudad Lineal,2021-08-07,Saturday,7,8,2021,386.83171212727655
Ciudad Lineal,2021-08-08,Sunday,8,8,2021,314.9296839006968
Ciudad Lineal,2021-08-09,Monday,9,8,2021,531.361185339136
Ciudad Lineal,2021-08-10,Tuesday,10,8,2021,520.7412197291007
Ciudad Lineal,2021-08-11,Wednesday,11,8,2021,537.1467871823484
Ciudad Lineal,2021-08-12,Thursday,12,8,2021,533.8703727232613
Ciudad Lineal,2021-08-13,Friday,13,8,2021,521.3166002674026
Ciudad Lineal,2021-08-14,Saturday,14,8,2021,367.0537371966307
Ciudad Lineal,2021-08-15,Sunday,15,8,2021,350.23827671969974
Ciudad Lineal,2021-08-16,Monday,16,8,2021,528.5557929556736
Ciudad Lineal,2021-08-17,Tuesday,17,8,2021,515.9814122738588
Ciudad Lineal,2021-08-18,Wednesday,18,8,2021,525.4640219097669
Ciudad Lineal,2021-08-19,Thursday,19,8,2021,528.3122189418535
Ciudad Lineal,2021-08-20,Friday,20,8,2021,514.6975661402157
Ciudad Lineal,2021-08-21,Saturday,21,8,2021,365.74455414459726
Ciudad Lineal,2021-08-22,Sunday,22,8,2021,357.23729109869515
Ciudad Lineal,2021-08-23,Monday,23,8,2021,550.4750124000228
Ciudad Lineal,2021-08-24,Tuesday,24,8,2021,558.5799222540219
Ciudad Lineal,2021-08-25,Wednesday,25,8,2021,565.9115657295789
Ciudad Lineal,2021-08-26,Thursday,26,8,2021,580.3725155840827
Ciudad Lineal,2021-08-27,Friday,27,8,2021,583.395964972815
Ciudad Lineal,2021-08-28,Saturday,28,8,2021,419.5415119769074
Ciudad Lineal,2021-08-29,Sunday,29,8,2021,411.39314043714546
Ciudad Lineal,2021-08-30,Monday,30,8,2021,643.6559937838497
Ciudad Lineal,2021-08-31,Tuesday,31,8,2021,678.5960027384072
Ciudad Lineal,2021-09-01,Wednesday,1,9,2021,670.7772906222053
Ciudad Lineal,2021-09-02,Thursday,2,9,2021,695.6341366416236
Ciudad Lineal,2021-09-03,Friday,3,9,2021,710.7245599484964
Ciudad Lineal,2021-09-04,Saturday,4,9,2021,521.1328515492776
Ciudad Lineal,2021-09-05,Sunday,5,9,2021,491.65647702516395
Ciudad Lineal,2021-09-06,Monday,6,9,2021,702.2810145326581
Ciudad Lineal,2021-09-07,Tuesday,7,9,2021,720.3441228612828
Ciudad Lineal,2021-09-08,Wednesday,8,9,2021,727.7186184110997
Ciudad Lineal,2021-09-09,Thursday,9,9,2021,733.5027601534258
Ciudad Lineal,2021-09-10,Friday,10,9,2021,744.9650487771072
Ciudad Lineal,2021-09-11,Saturday,11,9,2021,518.8158158545056
Ciudad Lineal,2021-09-12,Sunday,12,9,2021,480.1855157031468
Ciudad Lineal,2021-09-13,Monday,13,9,2021,725.2161385714833
Ciudad Lineal,2021-09-14,Tuesday,14,9,2021,722.4026143855865
Ciudad Lineal,2021-09-15,Wednesday,15,9,2021,722.9799348030716
Ciudad Lineal,2021-09-16,Thursday,16,9,2021,736.075126112568
Ciudad Lineal,2021-09-17,Friday,17,9,2021,760.4427729105961
Ciudad Lineal,2021-09-18,Saturday,18,9,2021,583.2409771744826
Ciudad Lineal,2021-09-19,Sunday,19,9,2021,522.8863136843133
Ciudad Lineal,2021-09-20,Monday,20,9,2021,729.2693102404721
Ciudad Lineal,2021-09-21,Tuesday,21,9,2021,733.281329036614
Ciudad Lineal,2021-09-22,Wednesday,22,9,2021,723.8724750470988
Ciudad Lineal,2021-09-23,Thursday,23,9,2021,761.0418461063658
Ciudad Lineal,2021-09-24,Friday,24,9,2021,761.0618473808711
Ciudad Lineal,2021-09-25,Saturday,25,9,2021,581.7786506271591
Ciudad Lineal,2021-09-26,Sunday,26,9,2021,542.4941304316394
Ciudad Lineal,2021-09-27,Monday,27,9,2021,732.6994051166355
Ciudad Lineal,2021-09-28,Tuesday,28,9,2021,745.5839141970584
Ciudad Lineal,2021-09-29,Wednesday,29,9,2021,750.0735694295417
Ciudad Lineal,2021-09-30,Thursday,30,9,2021,764.8735313073341
Ciudad Lineal,2021-10-01,Friday,1,10,2021,770.1781384704308
Ciudad Lineal,2021-10-02,Saturday,2,10,2021,618.1584116803967
Ciudad Lineal,2021-10-03,Sunday,3,10,2021,525.5802058879417
Ciudad Lineal,2021-10-04,Monday,4,10,2021,743.6731819570639
Ciudad Lineal,2021-10-05,Tuesday,5,10,2021,752.7111564813611
Ciudad Lineal,2021-10-06,Wednesday,6,10,2021,762.3812314198251
Ciudad Lineal,2021-10-07,Thursday,7,10,2021,764.7954118657857
Ciudad Lineal,2021-10-08,Friday,8,10,2021,763.0281432983974
Ciudad Lineal,2021-10-09,Saturday,9,10,2021,572.1135263963578
Ciudad Lineal,2021-10-10,Sunday,10,10,2021,483.5790224162097
Ciudad Lineal,2021-10-11,Monday,11,10,2021,653.9843957627236
Ciudad Lineal,2021-10-12,Tuesday,12,10,2021,498.5791158698365
Ciudad Lineal,2021-10-13,Wednesday,13,10,2021,747.6262618755898
Ciudad Lineal,2021-10-14,Thursday,14,10,2021,759.2755107457452
Ciudad Lineal,2021-10-15,Friday,15,10,2021,765.6357098022218
Ciudad Lineal,2021-10-16,Saturday,16,10,2021,597.4960571011176
Ciudad Lineal,2021-10-17,Sunday,17,10,2021,528.8933017428883
Ciudad Lineal,2021-10-18,Monday,18,10,2021,733.7203809076398
Ciudad Lineal,2021-10-19,Tuesday,19,10,2021,751.202189394268
Ciudad Lineal,2021-10-20,Wednesday,20,10,2021,752.9332940756334
Ciudad Lineal,2021-10-21,Thursday,21,10,2021,725.1436962892915
Ciudad Lineal,2021-10-22,Friday,22,10,2021,773.0525859134389
Ciudad Lineal,2021-10-23,Saturday,23,10,2021,619.3910032457069
Ciudad Lineal,2021-10-24,Sunday,24,10,2021,543.0866217606044
Ciudad Lineal,2021-10-25,Monday,25,10,2021,727.1544951455699
Ciudad Lineal,2021-10-26,Tuesday,26,10,2021,726.0069726998557
Ciudad Lineal,2021-10-27,Wednesday,27,10,2021,711.6717843993093
Ciudad Lineal,2021-10-28,Thursday,28,10,2021,764.6244463996453
Ciudad Lineal,2021-10-29,Friday,29,10,2021,756.9830245162185
Ciudad Lineal,2021-10-30,Saturday,30,10,2021,566.9072498911139
Ciudad Lineal,2021-10-31,Sunday,31,10,2021,484.2227692041137
Ciudad Lineal,2021-11-01,Monday,1,11,2021,509.61736140718716
Ciudad Lineal,2021-11-02,Tuesday,2,11,2021,748.6386756094283
Ciudad Lineal,2021-11-03,Wednesday,3,11,2021,733.8417500413028
Ciudad Lineal,2021-11-04,Thursday,4,11,2021,766.2428292002996
Ciudad Lineal,2021-11-05,Friday,5,11,2021,779.7631553619423
Ciudad Lineal,2021-11-06,Saturday,6,11,2021,620.5432481634057
Ciudad Lineal,2021-11-07,Sunday,7,11,2021,525.0420244800116
Ciudad Lineal,2021-11-08,Monday,8,11,2021,722.7578743757571
Ciudad Lineal,2021-11-09,Tuesday,9,11,2021,531.5799635690282
Ciudad Lineal,2021-11-10,Wednesday,10,11,2021,736.9128504719523
Ciudad Lineal,2021-11-11,Thursday,11,11,2021,781.8691265391382
Ciudad Lineal,2021-11-12,Friday,12,11,2021,787.1652363034966
Ciudad Lineal,2021-11-13,Saturday,13,11,2021,638.6329570154905
Ciudad Lineal,2021-11-14,Sunday,14,11,2021,558.7782925498323
Ciudad Lineal,2021-11-15,Monday,15,11,2021,747.9541536444287
Ciudad Lineal,2021-11-16,Tuesday,16,11,2021,753.1364109274596
Ciudad Lineal,2021-11-17,Wednesday,17,11,2021,764.8155497695168
Ciudad Lineal,2021-11-18,Thursday,18,11,2021,769.9627071621566
Ciudad Lineal,2021-11-19,Friday,19,11,2021,770.4942567730444
Ciudad Lineal,2021-11-20,Saturday,20,11,2021,625.5833413290742
Ciudad Lineal,2021-11-21,Sunday,21,11,2021,544.2586659199251
Ciudad Lineal,2021-11-22,Monday,22,11,2021,738.6730621842989
Ciudad Lineal,2021-11-23,Tuesday,23,11,2021,725.801347565435
Ciudad Lineal,2021-11-24,Wednesday,24,11,2021,777.9193025298113
Ciudad Lineal,2021-11-25,Thursday,25,11,2021,774.8786196914004
Ciudad Lineal,2021-11-26,Friday,26,11,2021,797.4932511840587
Ciudad Lineal,2021-11-27,Saturday,27,11,2021,654.6274259340098
Ciudad Lineal,2021-11-28,Sunday,28,11,2021,578.055784530065
Ciudad Lineal,2021-11-29,Monday,29,11,2021,765.536152350956
Ciudad Lineal,2021-11-30,Tuesday,30,11,2021,777.125689249162
Ciudad Lineal,2021-12-01,Wednesday,1,12,2021,780.1473704821846
Ciudad Lineal,2021-12-02,Thursday,2,12,2021,794.7541015399271
Ciudad Lineal,2021-12-03,Friday,3,12,2021,802.1011096464111
Ciudad Lineal,2021-12-04,Saturday,4,12,2021,598.8727122028062
Ciudad Lineal,2021-12-05,Sunday,5,12,2021,488.53722548524274
Ciudad Lineal,2021-12-06,Monday,6,12,2021,477.25721705197367
Ciudad Lineal,2021-12-07,Tuesday,7,12,2021,669.6727547433001
Ciudad Lineal,2021-12-08,Wednesday,8,12,2021,483.1340525654104
Ciudad Lineal,2021-12-09,Thursday,9,12,2021,752.907716183537
Ciudad Lineal,2021-12-10,Friday,10,12,2021,796.5122694887572
Ciudad Lineal,2021-12-11,Saturday,11,12,2021,662.6967628223035
Ciudad Lineal,2021-12-12,Sunday,12,12,2021,565.1831270914364
Ciudad Lineal,2021-12-13,Monday,13,12,2021,782.4133042856976
Ciudad Lineal,2021-12-14,Tuesday,14,12,2021,795.6161567846673
Ciudad Lineal,2021-12-15,Wednesday,15,12,2021,745.8558256962165
Ciudad Lineal,2021-12-16,Thursday,16,12,2021,792.6811156990176
Ciudad Lineal,2021-12-17,Friday,17,12,2021,819.0782312111276
Ciudad Lineal,2021-12-18,Saturday,18,12,2021,666.9425502849869
Ciudad Lineal,2021-12-19,Sunday,19,12,2021,578.1726548992448
Ciudad Lineal,2021-12-20,Monday,20,12,2021,761.1031777415045
Ciudad Lineal,2021-12-21,Tuesday,21,12,2021,770.8304732983878
Ciudad Lineal,2021-12-22,Wednesday,22,12,2021,764.5606356826482
Ciudad Lineal,2021-12-23,Thursday,23,12,2021,734.0013951468733
Ciudad Lineal,2021-12-24,Friday,24,12,2021,564.8312463811657
Ciudad Lineal,2021-12-25,Saturday,25,12,2021,404.7626638651469
Ciudad Lineal,2021-12-26,Sunday,26,12,2021,404.2341895106996
Ciudad Lineal,2021-12-27,Monday,27,12,2021,638.5378922527273
Ciudad Lineal,2021-12-28,Tuesday,28,12,2021,645.6077424185979
Ciudad Lineal,2021-12-29,Wednesday,29,12,2021,660.7642305051363
Ciudad Lineal,2021-12-30,Thursday,30,12,2021,673.7201654899019
Ciudad Lineal,2021-12-31,Friday,31,12,2021,488.32901866007643
Fuencarral - El Pardo,2016-01-01,Friday,1,1,2016,245.83514173550986
Fuencarral - El Pardo,2016-01-02,Saturday,2,1,2016,280.44581351218915
Fuencarral - El Pardo,2016-01-03,Sunday,3,1,2016,221.63816776875174
Fuencarral - El Pardo,2016-01-04,Monday,4,1,2016,282.15292835600223
Fuencarral - El Pardo,2016-01-05,Tuesday,5,1,2016,276.1394581821535
Fuencarral - El Pardo,2016-01-06,Wednesday,6,1,2016,183.21724577561145
Fuencarral - El Pardo,2016-01-07,Thursday,7,1,2016,279.9077197433953
Fuencarral - El Pardo,2016-01-08,Friday,8,1,2016,303.3346679021818
Fuencarral - El Pardo,2016-01-09,Saturday,9,1,2016,357.7144613684092
Fuencarral - El Pardo,2016-01-10,Sunday,10,1,2016,234.8526447394999
Fuencarral - El Pardo,2016-01-11,Monday,11,1,2016,311.9898171073208
Fuencarral - El Pardo,2016-01-12,Tuesday,12,1,2016,547.0101684892571
Fuencarral - El Pardo,2016-01-13,Wednesday,13,1,2016,458.3062750573151
Fuencarral - El Pardo,2016-01-14,Thursday,14,1,2016,481.42878490359
Fuencarral - El Pardo,2016-01-15,Friday,15,1,2016,487.4648233907964
Fuencarral - El Pardo,2016-01-16,Saturday,16,1,2016,346.48922006665885
Fuencarral - El Pardo,2016-01-17,Sunday,17,1,2016,297.2798842542938
Fuencarral - El Pardo,2016-01-18,Monday,18,1,2016,467.4126011214267
Fuencarral - El Pardo,2016-01-19,Tuesday,19,1,2016,467.6829872354103
Fuencarral - El Pardo,2016-01-20,Wednesday,20,1,2016,480.18196938746723
Fuencarral - El Pardo,2016-01-21,Thursday,21,1,2016,475.7265270487225
Fuencarral - El Pardo,2016-01-22,Friday,22,1,2016,483.88643743071844
Fuencarral - El Pardo,2016-01-23,Saturday,23,1,2016,343.30424460273196
Fuencarral - El Pardo,2016-01-24,Sunday,24,1,2016,251.25296618354466
Fuencarral - El Pardo,2016-01-25,Monday,25,1,2016,534.7388014030896
Fuencarral - El Pardo,2016-01-26,Tuesday,26,1,2016,468.9775513315772
Fuencarral - El Pardo,2016-01-27,Wednesday,27,1,2016,470.8454907472269
Fuencarral - El Pardo,2016-01-28,Thursday,28,1,2016,465.9464525463036
Fuencarral - El Pardo,2016-01-29,Friday,29,1,2016,469.54883353009114
Fuencarral - El Pardo,2016-01-30,Saturday,30,1,2016,331.3576869006948
Fuencarral - El Pardo,2016-01-31,Sunday,31,1,2016,293.09416879513674
Fuencarral - El Pardo,2016-02-01,Monday,1,2,2016,453.174115168665
Fuencarral - El Pardo,2016-02-02,Tuesday,2,2,2016,458.6570624257911
Fuencarral - El Pardo,2016-02-03,Wednesday,3,2,2016,463.30217429502204
Fuencarral - El Pardo,2016-02-04,Thursday,4,2,2016,467.54524204753113
Fuencarral - El Pardo,2016-02-05,Friday,5,2,2016,470.79971136648675
Fuencarral - El Pardo,2016-02-06,Saturday,6,2,2016,306.2149728534112
Fuencarral - El Pardo,2016-02-07,Sunday,7,2,2016,277.73102212010247
Fuencarral - El Pardo,2016-02-08,Monday,8,2,2016,441.7301619262737
Fuencarral - El Pardo,2016-02-09,Tuesday,9,2,2016,460.00672314378556
Fuencarral - El Pardo,2016-02-10,Wednesday,10,2,2016,460.41596074382613
Fuencarral - El Pardo,2016-02-11,Thursday,11,2,2016,466.6933397356803
Fuencarral - El Pardo,2016-02-12,Friday,12,2,2016,474.8651464295906
Fuencarral - El Pardo,2016-02-13,Saturday,13,2,2016,336.6768498613991
Fuencarral - El Pardo,2016-02-14,Sunday,14,2,2016,287.42169979089596
Fuencarral - El Pardo,2016-02-15,Monday,15,2,2016,453.21581973093527
Fuencarral - El Pardo,2016-02-16,Tuesday,16,2,2016,462.75566544340836
Fuencarral - El Pardo,2016-02-17,Wednesday,17,2,2016,463.6886253648263
Fuencarral - El Pardo,2016-02-18,Thursday,18,2,2016,467.4459351626814
Fuencarral - El Pardo,2016-02-19,Friday,19,2,2016,473.16492676361713
Fuencarral - El Pardo,2016-02-20,Saturday,20,2,2016,334.23204745992246
Fuencarral - El Pardo,2016-02-21,Sunday,21,2,2016,287.67926333499116
Fuencarral - El Pardo,2016-02-22,Monday,22,2,2016,450.27944163136624
Fuencarral - El Pardo,2016-02-23,Tuesday,23,2,2016,458.9519223197629
Fuencarral - El Pardo,2016-02-24,Wednesday,24,2,2016,463.04147104369184
Fuencarral - El Pardo,2016-02-25,Thursday,25,2,2016,473.40886019865854
Fuencarral - El Pardo,2016-02-26,Friday,26,2,2016,476.06148229406716
Fuencarral - El Pardo,2016-02-27,Saturday,27,2,2016,331.5583447697554
Fuencarral - El Pardo,2016-02-28,Sunday,28,2,2016,277.2184062757647
Fuencarral - El Pardo,2016-02-29,Monday,29,2,2016,472.026088846855
Fuencarral - El Pardo,2016-03-01,Tuesday,1,3,2016,527.8410385524429
Fuencarral - El Pardo,2016-03-02,Wednesday,2,3,2016,502.24203511306575
Fuencarral - El Pardo,2016-03-03,Thursday,3,3,2016,471.31462421257834
Fuencarral - El Pardo,2016-03-04,Friday,4,3,2016,478.8563242173435
Fuencarral - El Pardo,2016-03-05,Saturday,5,3,2016,336.3314494855638
Fuencarral - El Pardo,2016-03-06,Sunday,6,3,2016,289.38417973527214
Fuencarral - El Pardo,2016-03-07,Monday,7,3,2016,451.03899711734744
Fuencarral - El Pardo,2016-03-08,Tuesday,8,3,2016,484.69241677647915
Fuencarral - El Pardo,2016-03-09,Wednesday,9,3,2016,469.64972735310874
Fuencarral - El Pardo,2016-03-10,Thursday,10,3,2016,453.3425331791893
Fuencarral - El Pardo,2016-03-11,Friday,11,3,2016,480.8405717849094
Fuencarral - El Pardo,2016-03-12,Saturday,12,3,2016,123.32308318812476
Fuencarral - El Pardo,2016-03-14,Monday,14,3,2016,621.5142770864468
Fuencarral - El Pardo,2016-03-15,Tuesday,15,3,2016,463.77089814301837
Fuencarral - El Pardo,2016-03-16,Wednesday,16,3,2016,467.916384988749
Fuencarral - El Pardo,2016-03-17,Thursday,17,3,2016,473.6480288689653
Fuencarral - El Pardo,2016-03-18,Friday,18,3,2016,450.1475869173041
Fuencarral - El Pardo,2016-03-19,Saturday,19,3,2016,293.66721193839504
Fuencarral - El Pardo,2016-03-20,Sunday,20,3,2016,241.06200686785047
Fuencarral - El Pardo,2016-03-21,Monday,21,3,2016,369.9099335963548
Fuencarral - El Pardo,2016-03-22,Tuesday,22,3,2016,367.1508190900604
Fuencarral - El Pardo,2016-03-23,Wednesday,23,3,2016,343.33413543091524
Fuencarral - El Pardo,2016-03-24,Thursday,24,3,2016,186.71267618893205
Fuencarral - El Pardo,2016-03-25,Friday,25,3,2016,169.6341520896535
Fuencarral - El Pardo,2016-03-26,Saturday,26,3,2016,197.74661756136572
Fuencarral - El Pardo,2016-03-27,Sunday,27,3,2016,216.0930893410268
Fuencarral - El Pardo,2016-03-28,Monday,28,3,2016,399.418425465383
Fuencarral - El Pardo,2016-03-29,Tuesday,29,3,2016,439.04379024985485
Fuencarral - El Pardo,2016-03-30,Wednesday,30,3,2016,461.3411676373647
Fuencarral - El Pardo,2016-03-31,Thursday,31,3,2016,468.0549701154912
Fuencarral - El Pardo,2016-04-01,Friday,1,4,2016,480.7765345883319
Fuencarral - El Pardo,2016-04-02,Saturday,2,4,2016,336.6658486967498
Fuencarral - El Pardo,2016-04-03,Sunday,3,4,2016,287.08420255057047
Fuencarral - El Pardo,2016-04-04,Monday,4,4,2016,447.85873520826834
Fuencarral - El Pardo,2016-04-05,Tuesday,5,4,2016,466.4413291824355
Fuencarral - El Pardo,2016-04-06,Wednesday,6,4,2016,467.2762913035739
Fuencarral - El Pardo,2016-04-07,Thursday,7,4,2016,480.376054836991
Fuencarral - El Pardo,2016-04-08,Friday,8,4,2016,467.2823811481199
Fuencarral - El Pardo,2016-04-09,Saturday,9,4,2016,340.7777634455045
Fuencarral - El Pardo,2016-04-10,Sunday,10,4,2016,291.66123412174665
Fuencarral - El Pardo,2016-04-11,Monday,11,4,2016,453.9784941936771
Fuencarral - El Pardo,2016-04-12,Tuesday,12,4,2016,460.1051183022298
Fuencarral - El Pardo,2016-04-13,Wednesday,13,4,2016,466.06757748348394
Fuencarral - El Pardo,2016-04-14,Thursday,14,4,2016,470.30830205252516
Fuencarral - El Pardo,2016-04-15,Friday,15,4,2016,478.6226811804306
Fuencarral - El Pardo,2016-04-16,Saturday,16,4,2016,325.12064642500053
Fuencarral - El Pardo,2016-04-17,Sunday,17,4,2016,291.11140907289064
Fuencarral - El Pardo,2016-04-18,Monday,18,4,2016,457.3169336743803
Fuencarral - El Pardo,2016-04-19,Tuesday,19,4,2016,459.5254419063155
Fuencarral - El Pardo,2016-04-20,Wednesday,20,4,2016,465.73643442503095
Fuencarral - El Pardo,2016-04-21,Thursday,21,4,2016,477.7178219102695
Fuencarral - El Pardo,2016-04-22,Friday,22,4,2016,473.4744615965137
Fuencarral - El Pardo,2016-04-23,Saturday,23,4,2016,340.6354846785764
Fuencarral - El Pardo,2016-04-24,Sunday,24,4,2016,304.4048368214733
Fuencarral - El Pardo,2016-04-25,Monday,25,4,2016,458.97543446523844
Fuencarral - El Pardo,2016-04-26,Tuesday,26,4,2016,441.9311467441484
Fuencarral - El Pardo,2016-04-27,Wednesday,27,4,2016,474.12325863184816
Fuencarral - El Pardo,2016-04-28,Thursday,28,4,2016,534.4054809690939
Fuencarral - El Pardo,2016-04-29,Friday,29,4,2016,472.2153495658567
Fuencarral - El Pardo,2016-04-30,Saturday,30,4,2016,288.6462177683562
Fuencarral - El Pardo,2016-05-01,Sunday,1,5,2016,262.3995870229193
Fuencarral - El Pardo,2016-05-02,Monday,2,5,2016,205.69676216823098
Fuencarral - El Pardo,2016-05-03,Tuesday,3,5,2016,457.88576562760784
Fuencarral - El Pardo,2016-05-04,Wednesday,4,5,2016,473.10057279269546
Fuencarral - El Pardo,2016-05-05,Thursday,5,5,2016,478.77907142080113
Fuencarral - El Pardo,2016-05-06,Friday,6,5,2016,479.51855596342097
Fuencarral - El Pardo,2016-05-07,Saturday,7,5,2016,341.0415084179818
Fuencarral - El Pardo,2016-05-08,Sunday,8,5,2016,282.13985529969256
Fuencarral - El Pardo,2016-05-09,Monday,9,5,2016,454.69672882240553
Fuencarral - El Pardo,2016-05-10,Tuesday,10,5,2016,526.7829872671819
Fuencarral - El Pardo,2016-05-11,Wednesday,11,5,2016,471.12165110148595
Fuencarral - El Pardo,2016-05-12,Thursday,12,5,2016,476.69473831638487
Fuencarral - El Pardo,2016-05-13,Friday,13,5,2016,472.15985684597814
Fuencarral - El Pardo,2016-05-14,Saturday,14,5,2016,295.0170722833556
Fuencarral - El Pardo,2016-05-15,Sunday,15,5,2016,256.26604133146367
Fuencarral - El Pardo,2016-05-16,Monday,16,5,2016,264.95094401095065
Fuencarral - El Pardo,2016-05-17,Tuesday,17,5,2016,464.7938080228732
Fuencarral - El Pardo,2016-05-18,Wednesday,18,5,2016,480.0056906036362
Fuencarral - El Pardo,2016-05-19,Thursday,19,5,2016,416.36853715609465
Fuencarral - El Pardo,2016-05-20,Friday,20,5,2016,557.3534682558376
Fuencarral - El Pardo,2016-05-21,Saturday,21,5,2016,351.4345559918721
Fuencarral - El Pardo,2016-05-22,Sunday,22,5,2016,299.6711440671064
Fuencarral - El Pardo,2016-05-23,Monday,23,5,2016,464.5402556102107
Fuencarral - El Pardo,2016-05-24,Tuesday,24,5,2016,465.87485836645055
Fuencarral - El Pardo,2016-05-25,Wednesday,25,5,2016,370.38575045126913
Fuencarral - El Pardo,2016-05-26,Thursday,26,5,2016,556.6504213999606
Fuencarral - El Pardo,2016-05-27,Friday,27,5,2016,482.19826784637183
Fuencarral - El Pardo,2016-05-28,Saturday,28,5,2016,313.6711496052914
Fuencarral - El Pardo,2016-05-29,Sunday,29,5,2016,306.05251993904784
Fuencarral - El Pardo,2016-05-30,Monday,30,5,2016,460.76634723081344
Fuencarral - El Pardo,2016-05-31,Tuesday,31,5,2016,472.68507669298
Fuencarral - El Pardo,2016-06-01,Wednesday,1,6,2016,469.50649191668384
Fuencarral - El Pardo,2016-06-02,Thursday,2,6,2016,473.45514400051843
Fuencarral - El Pardo,2016-06-03,Friday,3,6,2016,480.54247617984674
Fuencarral - El Pardo,2016-06-04,Saturday,4,6,2016,333.55932807982856
Fuencarral - El Pardo,2016-06-05,Sunday,5,6,2016,301.13267699999153
Fuencarral - El Pardo,2016-06-06,Monday,6,6,2016,463.70102591396994
Fuencarral - El Pardo,2016-06-07,Tuesday,7,6,2016,466.4089045645994
Fuencarral - El Pardo,2016-06-08,Wednesday,8,6,2016,478.0154888483212
Fuencarral - El Pardo,2016-06-09,Thursday,9,6,2016,475.43191656852883
Fuencarral - El Pardo,2016-06-10,Friday,10,6,2016,482.1546924959595
Fuencarral - El Pardo,2016-06-11,Saturday,11,6,2016,325.4412925015869
Fuencarral - El Pardo,2016-06-12,Sunday,12,6,2016,294.21964432977734
Fuencarral - El Pardo,2016-06-13,Monday,13,6,2016,460.68487580754754
Fuencarral - El Pardo,2016-06-14,Tuesday,14,6,2016,477.1005543328485
Fuencarral - El Pardo,2016-06-15,Wednesday,15,6,2016,464.98064149667425
Fuencarral - El Pardo,2016-06-16,Thursday,16,6,2016,468.50899871243325
Fuencarral - El Pardo,2016-06-17,Friday,17,6,2016,361.8024466209667
Fuencarral - El Pardo,2016-06-18,Saturday,18,6,2016,323.49583067297334
Fuencarral - El Pardo,2016-06-19,Sunday,19,6,2016,775.5966290084519
Fuencarral - El Pardo,2016-06-20,Monday,20,6,2016,520.7180733326253
Fuencarral - El Pardo,2016-06-21,Tuesday,21,6,2016,465.29597573898565
Fuencarral - El Pardo,2016-06-22,Wednesday,22,6,2016,469.20110446089984
Fuencarral - El Pardo,2016-06-23,Thursday,23,6,2016,473.70872307349657
Fuencarral - El Pardo,2016-06-24,Friday,24,6,2016,469.0618634883555
Fuencarral - El Pardo,2016-06-25,Saturday,25,6,2016,308.29004703007814
Fuencarral - El Pardo,2016-06-26,Sunday,26,6,2016,309.82503683034537
Fuencarral - El Pardo,2016-06-27,Monday,27,6,2016,451.2218423848655
Fuencarral - El Pardo,2016-06-28,Tuesday,28,6,2016,467.5953855889288
Fuencarral - El Pardo,2016-06-29,Wednesday,29,6,2016,469.9516688428933
Fuencarral - El Pardo,2016-06-30,Thursday,30,6,2016,481.8145992067571
Fuencarral - El Pardo,2016-07-01,Friday,1,7,2016,464.036693449348
Fuencarral - El Pardo,2016-07-02,Saturday,2,7,2016,291.9466574514741
Fuencarral - El Pardo,2016-07-03,Sunday,3,7,2016,275.4104716690662
Fuencarral - El Pardo,2016-07-04,Monday,4,7,2016,446.3791376756797
Fuencarral - El Pardo,2016-07-05,Tuesday,5,7,2016,447.2535106981332
Fuencarral - El Pardo,2016-07-06,Wednesday,6,7,2016,453.87949014485315
Fuencarral - El Pardo,2016-07-07,Thursday,7,7,2016,452.9886809806097
Fuencarral - El Pardo,2016-07-08,Friday,8,7,2016,439.14243258875143
Fuencarral - El Pardo,2016-07-09,Saturday,9,7,2016,275.83684218142423
Fuencarral - El Pardo,2016-07-10,Sunday,10,7,2016,257.17804129384405
Fuencarral - El Pardo,2016-07-11,Monday,11,7,2016,441.33458786200475
Fuencarral - El Pardo,2016-07-12,Tuesday,12,7,2016,444.95511026492983
Fuencarral - El Pardo,2016-07-13,Wednesday,13,7,2016,449.6121699595604
Fuencarral - El Pardo,2016-07-14,Thursday,14,7,2016,452.15746244417124
Fuencarral - El Pardo,2016-07-15,Friday,15,7,2016,438.9375721449733
Fuencarral - El Pardo,2016-07-16,Saturday,16,7,2016,269.7642076718317
Fuencarral - El Pardo,2016-07-17,Sunday,17,7,2016,249.52584730246613
Fuencarral - El Pardo,2016-07-18,Monday,18,7,2016,420.80062271076883
Fuencarral - El Pardo,2016-07-19,Tuesday,19,7,2016,426.7028852849787
Fuencarral - El Pardo,2016-07-20,Wednesday,20,7,2016,437.2901962849755
Fuencarral - El Pardo,2016-07-21,Thursday,21,7,2016,437.93973060604617
Fuencarral - El Pardo,2016-07-22,Friday,22,7,2016,420.813132541987
Fuencarral - El Pardo,2016-07-23,Saturday,23,7,2016,238.17400913748037
Fuencarral - El Pardo,2016-07-24,Sunday,24,7,2016,200.7043060069932
Fuencarral - El Pardo,2016-07-25,Monday,25,7,2016,220.7437625165914
Fuencarral - El Pardo,2016-07-26,Tuesday,26,7,2016,417.6555207790331
Fuencarral - El Pardo,2016-07-27,Wednesday,27,7,2016,423.86862860486934
Fuencarral - El Pardo,2016-07-28,Thursday,28,7,2016,426.5754896858823
Fuencarral - El Pardo,2016-07-29,Friday,29,7,2016,409.6709787643364
Fuencarral - El Pardo,2016-07-30,Saturday,30,7,2016,252.2653616767611
Fuencarral - El Pardo,2016-07-31,Sunday,31,7,2016,228.16657389955873
