district,date,day_of_week,day,month,year,mean_intensity
Arganzuela,2016-01-01,Friday,1,1,2016,397.1624047157344
Arganzuela,2016-01-02,Saturday,2,1,2016,433.30717437793123
Arganzuela,2016-01-03,Sunday,3,1,2016,401.37601522736196
Arganzuela,2016-01-04,Monday,4,1,2016,531.3906010734008
Arganzuela,2016-01-05,Tuesday,5,1,2016,524.7918986913985
Arganzuela,2016-01-06,Wednesday,6,1,2016,427.05715373923107
Arganzuela,2016-01-07,Thursday,7,1,2016,540.8152864228327
Arganzuela,2016-01-08,Friday,8,1,2016,583.2239620723334
Arganzuela,2016-01-09,Saturday,9,1,2016,504.0498287006123
Arganzuela,2016-01-10,Sunday,10,1,2016,414.79719532266836
Arganzuela,2016-01-11,Monday,11,1,2016,576.8775391732894
Arganzuela,2016-01-12,Tuesday,12,1,2016,667.6620110250942
Arganzuela,2016-01-13,Wednesday,13,1,2016,637.1887454278911
Arganzuela,2016-01-14,Thursday,14,1,2016,653.4399540422162
Arganzuela,2016-01-15,Friday,15,1,2016,681.0158478438555
Arganzuela,2016-01-16,Saturday,16,1,2016,512.4499319773283
Arganzuela,2016-01-17,Sunday,17,1,2016,447.02371324231035
Arganzuela,2016-01-18,Monday,18,1,2016,623.3898509206855
Arganzuela,2016-01-19,Tuesday,19,1,2016,637.9401964175935
Arganzuela,2016-01-20,Wednesday,20,1,2016,656.7291519726386
Arganzuela,2016-01-21,Thursday,21,1,2016,663.3808261231143
Arganzuela,2016-01-22,Friday,22,1,2016,683.5674834445923
Arganzuela,2016-01-23,Saturday,23,1,2016,513.5358906228007
Arganzuela,2016-01-24,Sunday,24,1,2016,473.2439804793505
Arganzuela,2016-01-25,Monday,25,1,2016,663.6808256205667
Arganzuela,2016-01-26,Tuesday,26,1,2016,621.1221523736933
Arganzuela,2016-01-27,Wednesday,27,1,2016,645.6613301719318
Arganzuela,2016-01-28,Thursday,28,1,2016,653.3475110865517
Arganzuela,2016-01-29,Friday,29,1,2016,691.7667285775864
Arganzuela,2016-01-30,Saturday,30,1,2016,513.7616053543202
Arganzuela,2016-01-31,Sunday,31,1,2016,486.9125265320885
Arganzuela,2016-02-01,Monday,1,2,2016,645.5398083089004
Arganzuela,2016-02-02,Tuesday,2,2,2016,646.603851150083
Arganzuela,2016-02-03,Wednesday,3,2,2016,650.6479616638052
Arganzuela,2016-02-04,Thursday,4,2,2016,662.4841786236811
Arganzuela,2016-02-05,Friday,5,2,2016,702.9647266324446
Arganzuela,2016-02-06,Saturday,6,2,2016,486.80612213898644
Arganzuela,2016-02-07,Sunday,7,2,2016,450.8948020829579
Arganzuela,2016-02-08,Monday,8,2,2016,636.3332913796088
Arganzuela,2016-02-09,Tuesday,9,2,2016,646.7713459252546
Arganzuela,2016-02-10,Wednesday,10,2,2016,656.7209019480752
Arganzuela,2016-02-11,Thursday,11,2,2016,668.4070401412606
Arganzuela,2016-02-12,Friday,12,2,2016,690.7951907711566
Arganzuela,2016-02-13,Saturday,13,2,2016,518.5902448903788
Arganzuela,2016-02-14,Sunday,14,2,2016,465.0509428500001
Arganzuela,2016-02-15,Monday,15,2,2016,648.8483456608269
Arganzuela,2016-02-16,Tuesday,16,2,2016,653.9027164162507
Arganzuela,2016-02-17,Wednesday,17,2,2016,662.0363716253046
Arganzuela,2016-02-18,Thursday,18,2,2016,667.9236935708232
Arganzuela,2016-02-19,Friday,19,2,2016,698.3536068937414
Arganzuela,2016-02-20,Saturday,20,2,2016,530.8389298493688
Arganzuela,2016-02-21,Sunday,21,2,2016,489.7287329848062
Arganzuela,2016-02-22,Monday,22,2,2016,646.1221311031817
Arganzuela,2016-02-23,Tuesday,23,2,2016,651.976328065747
Arganzuela,2016-02-24,Wednesday,24,2,2016,661.7695380413304
Arganzuela,2016-02-25,Thursday,25,2,2016,680.5103508810043
Arganzuela,2016-02-26,Friday,26,2,2016,691.5889674714196
Arganzuela,2016-02-27,Saturday,27,2,2016,509.3906181079088
Arganzuela,2016-02-28,Sunday,28,2,2016,460.5262051390484
Arganzuela,2016-02-29,Monday,29,2,2016,654.4747397242613
Arganzuela,2016-03-01,Tuesday,1,3,2016,669.2371115684319
Arganzuela,2016-03-02,Wednesday,2,3,2016,671.0853639791687
Arganzuela,2016-03-03,Thursday,3,3,2016,670.6558228727929
Arganzuela,2016-03-04,Friday,4,3,2016,700.3165705745338
Arganzuela,2016-03-05,Saturday,5,3,2016,531.1404975487881
Arganzuela,2016-03-06,Sunday,6,3,2016,475.60313224626486
Arganzuela,2016-03-07,Monday,7,3,2016,634.9076784550343
Arganzuela,2016-03-08,Tuesday,8,3,2016,655.122956310621
Arganzuela,2016-03-09,Wednesday,9,3,2016,666.9190360900784
Arganzuela,2016-03-10,Thursday,10,3,2016,664.4666873352741
Arganzuela,2016-03-11,Friday,11,3,2016,700.8009478430862
Arganzuela,2016-03-12,Saturday,12,3,2016,218.81009161866112
Arganzuela,2016-03-14,Monday,14,3,2016,877.1973813975904
Arganzuela,2016-03-15,Tuesday,15,3,2016,671.0177241895932
Arganzuela,2016-03-16,Wednesday,16,3,2016,631.1695542415796
Arganzuela,2016-03-17,Thursday,17,3,2016,701.8996408426711
Arganzuela,2016-03-18,Friday,18,3,2016,705.0536878523586
Arganzuela,2016-03-19,Saturday,19,3,2016,509.3876442368383
Arganzuela,2016-03-20,Sunday,20,3,2016,440.18080859983627
Arganzuela,2016-03-21,Monday,21,3,2016,587.8636424480976
Arganzuela,2016-03-22,Tuesday,22,3,2016,586.5270192463852
Arganzuela,2016-03-23,Wednesday,23,3,2016,566.9194441868354
Arganzuela,2016-03-24,Thursday,24,3,2016,363.7848516131994
Arganzuela,2016-03-25,Friday,25,3,2016,327.48961512058867
Arganzuela,2016-03-26,Saturday,26,3,2016,429.53470003412406
Arganzuela,2016-03-27,Sunday,27,3,2016,453.039168774469
Arganzuela,2016-03-28,Monday,28,3,2016,621.3018352416836
Arganzuela,2016-03-29,Tuesday,29,3,2016,668.4027494235298
Arganzuela,2016-03-30,Wednesday,30,3,2016,666.9256466282205
Arganzuela,2016-03-31,Thursday,31,3,2016,685.7280867052651
Arganzuela,2016-04-01,Friday,1,4,2016,716.8297904788182
Arganzuela,2016-04-02,Saturday,2,4,2016,548.7322966976845
Arganzuela,2016-04-03,Sunday,3,4,2016,420.5735689182008
Arganzuela,2016-04-04,Monday,4,4,2016,632.1500897633307
Arganzuela,2016-04-05,Tuesday,5,4,2016,658.7262923244175
Arganzuela,2016-04-06,Wednesday,6,4,2016,684.6024448287868
Arganzuela,2016-04-07,Thursday,7,4,2016,683.3453596924265
Arganzuela,2016-04-08,Friday,8,4,2016,699.0518929971832
Arganzuela,2016-04-09,Saturday,9,4,2016,540.6784356255208
Arganzuela,2016-04-10,Sunday,10,4,2016,474.2871611434397
Arganzuela,2016-04-11,Monday,11,4,2016,645.5235774646034
Arganzuela,2016-04-12,Tuesday,12,4,2016,656.0845535214415
Arganzuela,2016-04-13,Wednesday,13,4,2016,669.2484426076626
Arganzuela,2016-04-14,Thursday,14,4,2016,684.6816876331893
Arganzuela,2016-04-15,Friday,15,4,2016,707.6475936109223
Arganzuela,2016-04-16,Saturday,16,4,2016,519.1080168989984
Arganzuela,2016-04-17,Sunday,17,4,2016,501.3484284143495
Arganzuela,2016-04-18,Monday,18,4,2016,653.282026688739
Arganzuela,2016-04-19,Tuesday,19,4,2016,652.5093806357999
Arganzuela,2016-04-20,Wednesday,20,4,2016,658.153113824715
Arganzuela,2016-04-21,Thursday,21,4,2016,703.7777056066175
Arganzuela,2016-04-22,Friday,22,4,2016,703.069760527355
Arganzuela,2016-04-23,Saturday,23,4,2016,545.1511170416735
Arganzuela,2016-04-24,Sunday,24,4,2016,511.4965965951087
Arganzuela,2016-04-25,Monday,25,4,2016,665.1102530479991
Arganzuela,2016-04-26,Tuesday,26,4,2016,656.3176781721611
Arganzuela,2016-04-27,Wednesday,27,4,2016,677.1867468104585
Arganzuela,2016-04-28,Thursday,28,4,2016,722.7663500500796
Arganzuela,2016-04-29,Friday,29,4,2016,720.4817621438042
Arganzuela,2016-04-30,Saturday,30,4,2016,507.69682467411633
Arganzuela,2016-05-01,Sunday,1,5,2016,468.20444375601414
Arganzuela,2016-05-02,Monday,2,5,2016,474.3474405489702
Arganzuela,2016-05-03,Tuesday,3,5,2016,713.5617635584656
Arganzuela,2016-05-04,Wednesday,4,5,2016,687.0620409094524
Arganzuela,2016-05-05,Thursday,5,5,2016,701.9131736434135
Arganzuela,2016-05-06,Friday,6,5,2016,705.7142427863783
Arganzuela,2016-05-07,Saturday,7,5,2016,542.9929209097553
Arganzuela,2016-05-08,Sunday,8,5,2016,461.53946481352006
Arganzuela,2016-05-09,Monday,9,5,2016,651.0608643475422
Arganzuela,2016-05-10,Tuesday,10,5,2016,679.9146053844574
Arganzuela,2016-05-11,Wednesday,11,5,2016,677.785949181043
Arganzuela,2016-05-12,Thursday,12,5,2016,726.1648828297058
Arganzuela,2016-05-13,Friday,13,5,2016,715.8261821113967
Arganzuela,2016-05-14,Saturday,14,5,2016,522.5748727850164
Arganzuela,2016-05-15,Sunday,15,5,2016,490.35051506451634
Arganzuela,2016-05-16,Monday,16,5,2016,454.55311912359946
Arganzuela,2016-05-17,Tuesday,17,5,2016,672.1085337026781
Arganzuela,2016-05-18,Wednesday,18,5,2016,678.4028215187288
Arganzuela,2016-05-19,Thursday,19,5,2016,655.2384743885917
Arganzuela,2016-05-20,Friday,20,5,2016,738.173671882894
Arganzuela,2016-05-21,Saturday,21,5,2016,553.8827848491846
Arganzuela,2016-05-22,Sunday,22,5,2016,491.8433697670842
Arganzuela,2016-05-23,Monday,23,5,2016,671.4754380685206
Arganzuela,2016-05-24,Tuesday,24,5,2016,663.9684224248217
Arganzuela,2016-05-25,Wednesday,25,5,2016,627.7465672155745
Arganzuela,2016-05-26,Thursday,26,5,2016,709.1795917293623
Arganzuela,2016-05-27,Friday,27,5,2016,717.4644957292154
Arganzuela,2016-05-28,Saturday,28,5,2016,506.1016852768202
Arganzuela,2016-05-29,Sunday,29,5,2016,501.87036460132276
Arganzuela,2016-05-30,Monday,30,5,2016,660.1444640387285
Arganzuela,2016-05-31,Tuesday,31,5,2016,676.8937389265698
Arganzuela,2016-06-01,Wednesday,1,6,2016,673.3417587360686
Arganzuela,2016-06-02,Thursday,2,6,2016,696.418481562429
Arganzuela,2016-06-03,Friday,3,6,2016,719.4174091826634
Arganzuela,2016-06-04,Saturday,4,6,2016,532.5300094669611
Arganzuela,2016-06-05,Sunday,5,6,2016,500.3484485900256
Arganzuela,2016-06-06,Monday,6,6,2016,664.044034323178
Arganzuela,2016-06-07,Tuesday,7,6,2016,676.1903905848673
Arganzuela,2016-06-08,Wednesday,8,6,2016,684.7898676105275
Arganzuela,2016-06-09,Thursday,9,6,2016,688.9264183088654
Arganzuela,2016-06-10,Friday,10,6,2016,718.4105633024442
Arganzuela,2016-06-11,Saturday,11,6,2016,540.6025496245484
Arganzuela,2016-06-12,Sunday,12,6,2016,491.8231862553318
Arganzuela,2016-06-13,Monday,13,6,2016,667.9500078595705
Arganzuela,2016-06-14,Tuesday,14,6,2016,677.4837458630994
Arganzuela,2016-06-15,Wednesday,15,6,2016,680.4305178665782
Arganzuela,2016-06-16,Thursday,16,6,2016,704.2427641941027
Arganzuela,2016-06-17,Friday,17,6,2016,670.2967846656446
Arganzuela,2016-06-18,Saturday,18,6,2016,467.6693862937806
Arganzuela,2016-06-19,Sunday,19,6,2016,524.1495999147779
Arganzuela,2016-06-20,Monday,20,6,2016,711.0743106101198
Arganzuela,2016-06-21,Tuesday,21,6,2016,678.1246543301703
Arganzuela,2016-06-22,Wednesday,22,6,2016,691.7171251495253
Arganzuela,2016-06-23,Thursday,23,6,2016,697.2488283590583
Arganzuela,2016-06-24,Friday,24,6,2016,710.3750245964948
Arganzuela,2016-06-25,Saturday,25,6,2016,504.8175336080311
Arganzuela,2016-06-26,Sunday,26,6,2016,502.4528336811573
Arganzuela,2016-06-27,Monday,27,6,2016,662.6723317365536
Arganzuela,2016-06-28,Tuesday,28,6,2016,673.0857529965851
Arganzuela,2016-06-29,Wednesday,29,6,2016,663.0999065070349
Arganzuela,2016-06-30,Thursday,30,6,2016,708.9594825807702
Arganzuela,2016-07-01,Friday,1,7,2016,691.497011756677
Arganzuela,2016-07-02,Saturday,2,7,2016,474.2801525045145
Arganzuela,2016-07-03,Sunday,3,7,2016,508.03764297858794
Arganzuela,2016-07-04,Monday,4,7,2016,656.3318757240446
Arganzuela,2016-07-05,Tuesday,5,7,2016,674.6948151628859
Arganzuela,2016-07-06,Wednesday,6,7,2016,736.4322545790197
Arganzuela,2016-07-07,Thursday,7,7,2016,838.3980054186429
Arganzuela,2016-07-08,Friday,8,7,2016,798.1428379338762
Arganzuela,2016-07-09,Saturday,9,7,2016,472.6740806430487
Arganzuela,2016-07-10,Sunday,10,7,2016,429.53050217113156
Arganzuela,2016-07-11,Monday,11,7,2016,647.6664396313661
Arganzuela,2016-07-12,Tuesday,12,7,2016,628.3897110222061
Arganzuela,2016-07-13,Wednesday,13,7,2016,650.3706989136425
Arganzuela,2016-07-14,Thursday,14,7,2016,661.9337856586592
Arganzuela,2016-07-15,Friday,15,7,2016,660.6118618021305
Arganzuela,2016-07-16,Saturday,16,7,2016,447.3407404847133
Arganzuela,2016-07-17,Sunday,17,7,2016,352.5666584260575
Arganzuela,2016-07-18,Monday,18,7,2016,609.0688381657603
Arganzuela,2016-07-19,Tuesday,19,7,2016,628.8431469078859
Arganzuela,2016-07-20,Wednesday,20,7,2016,622.8090206075562
Arganzuela,2016-07-21,Thursday,21,7,2016,644.3462210806676
Arganzuela,2016-07-22,Friday,22,7,2016,637.0415196347057
Arganzuela,2016-07-23,Saturday,23,7,2016,409.8666360497522
Arganzuela,2016-07-24,Sunday,24,7,2016,349.8369945420423
Arganzuela,2016-07-25,Monday,25,7,2016,366.6451028533191
Arganzuela,2016-07-26,Tuesday,26,7,2016,615.959314292249
Arganzuela,2016-07-27,Wednesday,27,7,2016,604.9368029981625
Arganzuela,2016-07-28,Thursday,28,7,2016,633.7298487255259
Arganzuela,2016-07-29,Friday,29,7,2016,634.4176014486015
Arganzuela,2016-07-30,Saturday,30,7,2016,439.1831535916039
Arganzuela,2016-07-31,Sunday,31,7,2016,398.7528490436569
Arganzuela,2016-08-01,Monday,1,8,2016,560.320660916686
Arganzuela,2016-08-02,Tuesday,2,8,2016,544.932161912502
Arganzuela,2016-08-03,Wednesday,3,8,2016,523.3554325479785
Arganzuela,2016-08-04,Thursday,4,8,2016,537.8538353781502
Arganzuela,2016-08-05,Friday,5,8,2016,556.0422512908254
Arganzuela,2016-08-06,Saturday,6,8,2016,189.1805528581601
Arganzuela,2016-08-08,Monday,8,8,2016,643.1988649522161
Arganzuela,2016-08-09,Tuesday,9,8,2016,491.6392641465364
Arganzuela,2016-08-10,Wednesday,10,8,2016,495.3788834321371
Arganzuela,2016-08-11,Thursday,11,8,2016,493.9623692428189
Arganzuela,2016-08-12,Friday,12,8,2016,492.71719964429633
Arganzuela,2016-08-13,Saturday,13,8,2016,338.32543651933065
Arganzuela,2016-08-14,Sunday,14,8,2016,315.462025650943
Arganzuela,2016-08-15,Monday,15,8,2016,327.51934674092126
Arganzuela,2016-08-16,Tuesday,16,8,2016,480.6228321123519
Arganzuela,2016-08-17,Wednesday,17,8,2016,465.8776817808538
Arganzuela,2016-08-18,Thursday,18,8,2016,467.41788159578704
Arganzuela,2016-08-19,Friday,19,8,2016,471.5946058833999
Arganzuela,2016-08-20,Saturday,20,8,2016,339.07658333245297
Arganzuela,2016-08-21,Sunday,21,8,2016,344.8169929572572
Arganzuela,2016-08-22,Monday,22,8,2016,498.31893190395397
Arganzuela,2016-08-23,Tuesday,23,8,2016,489.3208911263785
Arganzuela,2016-08-24,Wednesday,24,8,2016,501.89919182463586
Arganzuela,2016-08-25,Thursday,25,8,2016,517.5237668575568
Arganzuela,2016-08-26,Friday,26,8,2016,519.9646785962753
Arganzuela,2016-08-27,Saturday,27,8,2016,376.367623370777
Arganzuela,2016-08-28,Sunday,28,8,2016,372.8790840813524
Arganzuela,2016-08-29,Monday,29,8,2016,563.0782217310679
Arganzuela,2016-08-30,Tuesday,30,8,2016,582.2327386670071
Arganzuela,2016-08-31,Wednesday,31,8,2016,602.5205910891532
Arganzuela,2016-09-01,Thursday,1,9,2016,607.290849351197
Arganzuela,2016-09-02,Friday,2,9,2016,707.593370932056
Arganzuela,2016-09-03,Saturday,3,9,2016,460.19981558678387
Arganzuela,2016-09-04,Sunday,4,9,2016,441.84840638480136
Arganzuela,2016-09-05,Monday,5,9,2016,649.0444597578723
Arganzuela,2016-09-06,Tuesday,6,9,2016,637.8538737975042
Arganzuela,2016-09-07,Wednesday,7,9,2016,649.9160419742284
Arganzuela,2016-09-08,Thursday,8,9,2016,665.0469491807753
Arganzuela,2016-09-09,Friday,9,9,2016,684.826729886338
Arganzuela,2016-09-10,Saturday,10,9,2016,495.0616150370891
Arganzuela,2016-09-11,Sunday,11,9,2016,483.9401883697741
Arganzuela,2016-09-12,Monday,12,9,2016,653.1368713901085
Arganzuela,2016-09-13,Tuesday,13,9,2016,689.9875802199824
Arganzuela,2016-09-14,Wednesday,14,9,2016,815.609481763257
Arganzuela,2016-09-15,Thursday,15,9,2016,670.5499429537178
Arganzuela,2016-09-16,Friday,16,9,2016,699.4944118557084
Arganzuela,2016-09-17,Saturday,17,9,2016,527.2465428918983
Arganzuela,2016-09-18,Sunday,18,9,2016,478.2096788358757
Arganzuela,2016-09-19,Monday,19,9,2016,655.5801083627375
Arganzuela,2016-09-20,Tuesday,20,9,2016,664.2644724239797
Arganzuela,2016-09-21,Wednesday,21,9,2016,661.7577539166958
Arganzuela,2016-09-22,Thursday,22,9,2016,665.2063409446998
Arganzuela,2016-09-23,Friday,23,9,2016,704.9859969733402
Arganzuela,2016-09-24,Saturday,24,9,2016,527.0024147598293
Arganzuela,2016-09-25,Sunday,25,9,2016,516.6372067689801
Arganzuela,2016-09-26,Monday,26,9,2016,653.0854679972795
Arganzuela,2016-09-27,Tuesday,27,9,2016,649.8630424040967
Arganzuela,2016-09-28,Wednesday,28,9,2016,761.7952170634022
Arganzuela,2016-09-29,Thursday,29,9,2016,691.5613602663923
Arganzuela,2016-09-30,Friday,30,9,2016,730.878343928623
Arganzuela,2016-10-01,Saturday,1,10,2016,549.8245020880244
Arganzuela,2016-10-02,Sunday,2,10,2016,503.5817519470283
Arganzuela,2016-10-03,Monday,3,10,2016,658.2008114678066
Arganzuela,2016-10-04,Tuesday,4,10,2016,685.1742607526395
Arganzuela,2016-10-05,Wednesday,5,10,2016,734.6020030587324
Arganzuela,2016-10-06,Thursday,6,10,2016,841.3488193505611
Arganzuela,2016-10-07,Friday,7,10,2016,707.2026768498334
Arganzuela,2016-10-08,Saturday,8,10,2016,553.2434601403621
Arganzuela,2016-10-09,Sunday,9,10,2016,500.3163411725024
Arganzuela,2016-10-10,Monday,10,10,2016,664.5649050210435
Arganzuela,2016-10-11,Tuesday,11,10,2016,693.5198631830535
Arganzuela,2016-10-12,Wednesday,12,10,2016,431.4322765971586
Arganzuela,2016-10-13,Thursday,13,10,2016,669.5678266324156
Arganzuela,2016-10-14,Friday,14,10,2016,700.828249067395
Arganzuela,2016-10-15,Saturday,15,10,2016,535.9487902732171
Arganzuela,2016-10-16,Sunday,16,10,2016,542.9715659408122
Arganzuela,2016-10-17,Monday,17,10,2016,667.2243188113443
Arganzuela,2016-10-18,Tuesday,18,10,2016,670.9917358423708
Arganzuela,2016-10-19,Wednesday,19,10,2016,681.2313143137978
Arganzuela,2016-10-20,Thursday,20,10,2016,685.4094074679982
Arganzuela,2016-10-21,Friday,21,10,2016,708.1780347829155
Arganzuela,2016-10-22,Saturday,22,10,2016,545.8239070430404
Arganzuela,2016-10-23,Sunday,23,10,2016,449.8836659487034
Arganzuela,2016-10-24,Monday,24,10,2016,686.3264703433083
Arganzuela,2016-10-25,Tuesday,25,10,2016,687.1442687907423
Arganzuela,2016-10-26,Wednesday,26,10,2016,691.3231459522337
Arganzuela,2016-10-27,Thursday,27,10,2016,714.8754839182519
Arganzuela,2016-10-28,Friday,28,10,2016,735.8882429839124
Arganzuela,2016-10-29,Saturday,29,10,2016,553.6285115359779
Arganzuela,2016-10-30,Sunday,30,10,2016,497.95487755820034
Arganzuela,2016-10-31,Monday,31,10,2016,615.5634402745331
Arganzuela,2016-11-01,Tuesday,1,11,2016,441.5825131318025
Arganzuela,2016-11-02,Wednesday,2,11,2016,676.3683784666322
Arganzuela,2016-11-03,Thursday,3,11,2016,671.6946771885408
Arganzuela,2016-11-04,Friday,4,11,2016,704.3456436393548
Arganzuela,2016-11-05,Saturday,5,11,2016,515.9070451577114
Arganzuela,2016-11-06,Sunday,6,11,2016,490.2402789740545
Arganzuela,2016-11-07,Monday,7,11,2016,664.9387086629449
Arganzuela,2016-11-08,Tuesday,8,11,2016,701.1624104407958
Arganzuela,2016-11-09,Wednesday,9,11,2016,448.5308781000994
Arganzuela,2016-11-10,Thursday,10,11,2016,696.589624235597
Arganzuela,2016-11-11,Friday,11,11,2016,728.8419503926955
Arganzuela,2016-11-12,Saturday,12,11,2016,500.87280650401254
Arganzuela,2016-11-13,Sunday,13,11,2016,511.2919501735519
Arganzuela,2016-11-14,Monday,14,11,2016,699.6171074665988
Arganzuela,2016-11-15,Tuesday,15,11,2016,652.6739703218792
Arganzuela,2016-11-16,Wednesday,16,11,2016,673.7400132107994
Arganzuela,2016-11-17,Thursday,17,11,2016,664.2495817749918
Arganzuela,2016-11-18,Friday,18,11,2016,703.4151246293288
Arganzuela,2016-11-19,Saturday,19,11,2016,540.5108693277245
Arganzuela,2016-11-20,Sunday,20,11,2016,472.73536959807615
Arganzuela,2016-11-21,Monday,21,11,2016,645.8015344770487
Arganzuela,2016-11-22,Tuesday,22,11,2016,647.8358411237392
Arganzuela,2016-11-23,Wednesday,23,11,2016,668.4139149063501
Arganzuela,2016-11-24,Thursday,24,11,2016,693.6676671697813
Arganzuela,2016-11-25,Friday,25,11,2016,694.8966458167679
Arganzuela,2016-11-26,Saturday,26,11,2016,535.651855891285
Arganzuela,2016-11-27,Sunday,27,11,2016,364.0410669910517
Arganzuela,2016-11-28,Monday,28,11,2016,649.7596600653352
Arganzuela,2016-11-29,Tuesday,29,11,2016,677.7405911010551
Arganzuela,2016-11-30,Wednesday,30,11,2016,669.6641844169401
Arganzuela,2016-12-01,Thursday,1,12,2016,699.5781780061614
Arganzuela,2016-12-02,Friday,2,12,2016,720.770007003647
Arganzuela,2016-12-03,Saturday,3,12,2016,550.9610017229244
Arganzuela,2016-12-04,Sunday,4,12,2016,447.68519234783986
Arganzuela,2016-12-05,Monday,5,12,2016,658.5793978256482
Arganzuela,2016-12-06,Tuesday,6,12,2016,455.60443826750026
Arganzuela,2016-12-07,Wednesday,7,12,2016,655.8405494660702
Arganzuela,2016-12-08,Thursday,8,12,2016,380.6294176190925
Arganzuela,2016-12-09,Friday,9,12,2016,621.0892930134453
Arganzuela,2016-12-10,Saturday,10,12,2016,482.1837325306195
Arganzuela,2016-12-11,Sunday,11,12,2016,468.268092723378
Arganzuela,2016-12-12,Monday,12,12,2016,654.0253397028386
Arganzuela,2016-12-13,Tuesday,13,12,2016,661.2821297078762
Arganzuela,2016-12-14,Wednesday,14,12,2016,673.4477266621562
Arganzuela,2016-12-15,Thursday,15,12,2016,692.6488634742042
Arganzuela,2016-12-16,Friday,16,12,2016,716.981204468822
Arganzuela,2016-12-17,Saturday,17,12,2016,626.3964360687347
Arganzuela,2016-12-18,Sunday,18,12,2016,671.0405544285787
Arganzuela,2016-12-19,Monday,19,12,2016,680.74286108841
Arganzuela,2016-12-20,Tuesday,20,12,2016,700.9397209680207
Arganzuela,2016-12-21,Wednesday,21,12,2016,713.0166959286472
Arganzuela,2016-12-22,Thursday,22,12,2016,714.6758673372249
Arganzuela,2016-12-23,Friday,23,12,2016,687.832488013284
Arganzuela,2016-12-24,Saturday,24,12,2016,463.7698596251169
Arganzuela,2016-12-25,Sunday,25,12,2016,432.20357867969426
Arganzuela,2016-12-26,Monday,26,12,2016,410.0546123609922
Arganzuela,2016-12-27,Tuesday,27,12,2016,599.5156087691928
Arganzuela,2016-12-28,Wednesday,28,12,2016,587.110056622859
Arganzuela,2016-12-29,Thursday,29,12,2016,524.221875236782
Arganzuela,2016-12-30,Friday,30,12,2016,593.0034587700916
Arganzuela,2016-12-31,Saturday,31,12,2016,428.1934567082571
Arganzuela,2017-01-01,Sunday,1,1,2017,423.995246413942
Arganzuela,2017-01-02,Monday,2,1,2017,568.183565304827
Arganzuela,2017-01-03,Tuesday,3,1,2017,615.3369255479182
Arganzuela,2017-01-04,Wednesday,4,1,2017,608.8026638618111
Arganzuela,2017-01-05,Thursday,5,1,2017,594.7032159190428
Arganzuela,2017-01-06,Friday,6,1,2017,426.1494582790451
Arganzuela,2017-01-07,Saturday,7,1,2017,481.57982199613554
Arganzuela,2017-01-08,Sunday,8,1,2017,470.19512154253067
Arganzuela,2017-01-09,Monday,9,1,2017,627.4117026310255
Arganzuela,2017-01-10,Tuesday,10,1,2017,703.5839126530053
Arganzuela,2017-01-11,Wednesday,11,1,2017,645.6602260046435
Arganzuela,2017-01-12,Thursday,12,1,2017,643.6220764553732
Arganzuela,2017-01-13,Friday,13,1,2017,674.2498848772168
Arganzuela,2017-01-14,Saturday,14,1,2017,520.8377579011371
Arganzuela,2017-01-15,Sunday,15,1,2017,438.50550119770844
Arganzuela,2017-01-16,Monday,16,1,2017,627.4980144135378
Arganzuela,2017-01-17,Tuesday,17,1,2017,570.0662663451975
Arganzuela,2017-01-18,Wednesday,18,1,2017,644.520463657311
Arganzuela,2017-01-19,Thursday,19,1,2017,656.3756051744396
Arganzuela,2017-01-20,Friday,20,1,2017,672.0397196972157
Arganzuela,2017-01-21,Saturday,21,1,2017,504.31654096495487
Arganzuela,2017-01-22,Sunday,22,1,2017,443.24097808583497
Arganzuela,2017-01-23,Monday,23,1,2017,630.6323323385926
Arganzuela,2017-01-24,Tuesday,24,1,2017,641.3536709538278
Arganzuela,2017-01-25,Wednesday,25,1,2017,642.6938479698842
Arganzuela,2017-01-26,Thursday,26,1,2017,663.2821941489451
Arganzuela,2017-01-27,Friday,27,1,2017,671.3931243434502
Arganzuela,2017-01-28,Saturday,28,1,2017,514.404084425152
Arganzuela,2017-01-29,Sunday,29,1,2017,431.9865250801114
Arganzuela,2017-01-30,Monday,30,1,2017,626.9235342501416
Arganzuela,2017-01-31,Tuesday,31,1,2017,649.6212192129549
Arganzuela,2017-02-01,Wednesday,1,2,2017,656.0764227876368
Arganzuela,2017-02-02,Thursday,2,2,2017,661.5592198585971
Arganzuela,2017-02-03,Friday,3,2,2017,685.1812760580221
Arganzuela,2017-02-04,Saturday,4,2,2017,510.46560445774594
Arganzuela,2017-02-05,Sunday,5,2,2017,456.4366603321721
Arganzuela,2017-02-06,Monday,6,2,2017,657.6813139883071
Arganzuela,2017-02-07,Tuesday,7,2,2017,640.8192545972483
Arganzuela,2017-02-08,Wednesday,8,2,2017,661.9398175950425
Arganzuela,2017-02-09,Thursday,9,2,2017,681.8978575703534
Arganzuela,2017-02-10,Friday,10,2,2017,690.3293947518033
Arganzuela,2017-02-11,Saturday,11,2,2017,517.7210155454258
Arganzuela,2017-02-12,Sunday,12,2,2017,459.53996272756626
Arganzuela,2017-02-13,Monday,13,2,2017,643.8227315728385
Arganzuela,2017-02-14,Tuesday,14,2,2017,666.2766640789401
Arganzuela,2017-02-15,Wednesday,15,2,2017,674.8354388890314
Arganzuela,2017-02-16,Thursday,16,2,2017,681.3627001030691
Arganzuela,2017-02-17,Friday,17,2,2017,692.0507682697003
